timestamp,symbol,price,return,pnl,equity,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days
2025-08-15T17:20:00,NVDA,99.1724,0.000137,1098.73,29686.77,0.791,2.241,11.541,13.841,4.647,0.527,1.385,9.241,0.734,1.497,0.076,0.093,8.56,11.71,1.24,0.52,0.35
2025-08-15T17:25:00,JPM,99.2234,0.000526,1416.29,31103.06,0.772,2.222,11.522,13.822,4.641,0.526,1.38,9.222,0.732,1.491,0.076,0.093,8.49,11.61,1.22,0.51,0.34
2025-08-15T17:30:00,XOM,99.2528,0.000306,1101.44,32204.5,0.751,2.201,11.501,13.801,4.634,0.525,1.375,9.201,0.73,1.484,0.076,0.093,8.4,11.5,1.2,0.5,0.33
2025-08-15T17:35:00,AAPL,99.1429,-0.001099,-130.79,32073.71,0.728,2.178,11.478,13.778,4.626,0.524,1.37,9.178,0.728,1.476,0.076,0.093,8.31,11.39,1.18,0.49,0.33
2025-08-15T17:40:00,MSFT,99.1137,-0.00029,621.8,32695.51,0.705,2.155,11.455,13.755,4.618,0.523,1.364,9.155,0.726,1.468,0.076,0.093,8.22,11.28,1.16,0.48,0.32
2025-08-15T17:45:00,NVDA,99.0532,-0.000607,316.26,33011.77,0.681,2.131,11.431,13.731,4.61,0.522,1.358,9.131,0.723,1.46,0.075,0.092,8.12,11.16,1.13,0.47,0.31
2025-08-15T17:50:00,JPM,98.925,-0.001293,108.66,33120.43,0.657,2.107,11.407,13.707,4.602,0.52,1.352,9.107,0.721,1.452,0.075,0.092,8.03,11.03,1.11,0.45,0.3
2025-08-15T17:55:00,XOM,98.833,-0.000932,406.93,33527.36,0.632,2.082,11.382,13.682,4.594,0.519,1.346,9.082,0.718,1.444,0.075,0.092,8.07,11.09,1.12,0.46,0.31
2025-08-15T18:00:00,AAPL,98.6928,-0.001423,35.18,33562.54,0.608,2.058,11.358,13.658,4.586,0.518,1.34,9.058,0.716,1.436,0.075,0.092,8.17,11.21,1.14,0.47,0.31
2025-08-15T18:05:00,MSFT,98.5822,-0.001127,867.49,34430.03,0.584,2.034,11.334,13.634,4.578,0.517,1.334,9.034,0.713,1.428,0.074,0.091,8.26,11.33,1.17,0.48,0.32
2025-08-15T18:10:00,NVDA,98.3021,-0.00285,-1091.84,33338.19,0.562,2.012,11.312,13.612,4.571,0.516,1.328,9.012,0.711,1.421,0.074,0.091,8.35,11.44,1.19,0.49,0.33
2025-08-15T18:15:00,JPM,98.6153,0.003175,3121.1,36459.29,0.54,1.99,11.29,13.59,4.563,0.514,1.322,8.99,0.709,1.413,0.074,0.091,8.44,11.55,1.21,0.51,0.34
2025-08-15T18:20:00,XOM,98.3455,-0.002749,-1009.83,35449.46,0.519,1.969,11.269,13.569,4.556,0.513,1.317,8.969,0.707,1.406,0.074,0.091,8.52,11.65,1.23,0.52,0.34
2025-08-15T18:25:00,AAPL,98.3949,0.000487,1336.39,36785.85,0.5,1.95,11.25,13.55,4.55,0.513,1.313,8.95,0.705,1.4,0.074,0.091,8.6,11.75,1.25,0.52,0.35
2025-08-15T18:30:00,MSFT,98.3462,-0.000511,1044.81,37830.66,0.484,1.934,11.234,13.534,4.545,0.512,1.308,8.934,0.703,1.395,0.073,0.09,8.67,11.83,1.27,0.53,0.36
2025-08-15T18:35:00,NVDA,98.0608,-0.00292,-903.63,36927.03,0.469,1.919,11.219,13.519,4.54,0.511,1.305,8.919,0.702,1.39,0.073,0.09,8.73,11.91,1.28,0.54,0.36
2025-08-15T18:40:00,JPM,98.0981,0.000361,783.41,37710.44,0.456,1.906,11.206,13.506,4.535,0.51,1.301,8.906,0.701,1.385,0.073,0.09,8.78,11.97,1.29,0.55,0.36
2025-08-15T18:45:00,XOM,98.0715,-0.000292,1086.18,38796.62,0.446,1.896,11.196,13.496,4.532,0.51,1.299,8.896,0.7,1.382,0.073,0.09,8.82,12.02,1.3,0.55,0.37
2025-08-15T18:50:00,AAPL,98.0597,-0.000142,829.72,39626.34,0.438,1.888,11.188,13.488,4.529,0.509,1.297,8.888,0.699,1.379,0.073,0.09,8.85,12.06,1.31,0.56,0.37
2025-08-15T18:55:00,MSFT,97.8802,-0.001852,-123.03,39503.31,0.433,1.883,11.183,13.483,4.528,0.509,1.296,8.883,0.698,1.378,0.073,0.09,8.87,12.09,1.32,0.56,0.37
2025-08-15T19:00:00,NVDA,97.918,0.000365,1090.92,40594.23,0.43,1.88,11.18,13.48,4.527,0.509,1.295,8.88,0.698,1.377,0.073,0.09,8.88,12.1,1.32,0.56,0.37
2025-08-15T19:05:00,JPM,97.8121,-0.001104,242.91,40837.14,0.43,1.88,11.18,13.48,4.527,0.509,1.295,8.88,0.698,1.377,0.073,0.09,8.88,12.1,1.32,0.56,0.37
2025-08-15T19:10:00,XOM,97.6719,-0.001455,-236.62,40600.52,0.433,1.883,11.183,13.483,4.528,0.509,1.296,8.883,0.698,1.378,0.073,0.09,8.87,12.08,1.32,0.56,0.37
2025-08-15T19:15:00,AAPL,97.5959,-0.0008,939.5,41540.02,0.439,1.889,11.189,13.489,4.53,0.509,1.297,8.889,0.699,1.38,0.073,0.09,8.84,12.05,1.31,0.56,0.37
2025-08-15T19:20:00,MSFT,97.4763,-0.001245,331.68,41871.7,0.447,1.897,11.197,13.497,4.532,0.51,1.299,8.897,0.7,1.382,0.073,0.09,8.81,12.01,1.3,0.55,0.37
2025-08-15T19:25:00,NVDA,97.2838,-0.001995,-832.28,41039.42,0.458,1.908,11.208,13.508,4.536,0.51,1.302,8.908,0.701,1.386,0.073,0.09,8.77,11.96,1.29,0.55,0.36
2025-08-15T19:30:00,JPM,97.1555,-0.001336,-13.81,41025.61,0.471,1.921,11.221,13.521,4.54,0.511,1.305,8.921,0.702,1.39,0.073,0.09,8.72,11.89,1.28,0.54,0.36
2025-08-15T19:35:00,XOM,97.3185,0.001662,1804.79,42830.4,0.486,1.936,11.236,13.536,4.545,0.512,1.309,8.936,0.704,1.395,0.073,0.09,8.65,11.82,1.26,0.53,0.35
2025-08-15T19:40:00,AAPL,97.583,0.002702,2537.83,45368.23,0.504,1.954,11.254,13.554,4.551,0.513,1.313,8.954,0.705,1.401,0.074,0.091,8.59,11.73,1.25,0.52,0.35
2025-08-15T19:45:00,MSFT,97.2866,-0.00305,-950.08,44418.15,0.523,1.973,11.273,13.573,4.558,0.514,1.318,8.973,0.707,1.408,0.074,0.091,8.51,11.64,1.23,0.51,0.34
2025-08-15T19:50:00,NVDA,97.114,-0.001785,-136.12,44282.03,0.543,1.993,11.293,13.593,4.564,0.515,1.323,8.993,0.709,1.414,0.074,0.091,8.43,11.53,1.21,0.5,0.34
2025-08-15T19:55:00,JPM,97.0827,-0.000331,434.11,44716.14,0.565,2.015,11.315,13.615,4.572,0.516,1.329,9.015,0.712,1.422,0.074,0.091,8.34,11.42,1.18,0.49,0.33
2025-08-15T20:00:00,XOM,96.9931,-0.000929,581.55,45297.69,0.589,2.039,11.339,13.639,4.58,0.517,1.335,9.039,0.714,1.43,0.074,0.091,8.25,11.31,1.16,0.48,0.32
2025-08-15T20:05:00,AAPL,97.0813,0.000905,1088.28,46385.97,0.612,2.062,11.362,13.662,4.587,0.518,1.341,9.062,0.716,1.437,0.075,0.092,8.15,11.19,1.14,0.47,0.31
2025-08-15T20:10:00,MSFT,96.9801,-0.001043,104.81,46490.78,0.637,2.087,11.387,13.687,4.596,0.519,1.347,9.087,0.719,1.446,0.075,0.092,8.05,11.07,1.11,0.46,0.3
2025-08-15T20:15:00,NVDA,97.2006,0.002274,2392.82,48883.6,0.661,2.111,11.411,13.711,4.604,0.521,1.353,9.111,0.721,1.454,0.075,0.092,8.04,11.06,1.11,0.46,0.3
2025-08-15T20:20:00,JPM,97.4145,0.002204,2174.53,51058.13,0.685,2.135,11.435,13.735,4.612,0.522,1.359,9.135,0.724,1.462,0.075,0.092,8.14,11.18,1.14,0.47,0.31
2025-08-15T20:25:00,XOM,97.3926,-0.000219,784.03,51842.16,0.709,2.159,11.459,13.759,4.62,0.523,1.365,9.159,0.726,1.47,0.076,0.093,8.24,11.3,1.16,0.48,0.32
2025-08-15T20:30:00,AAPL,97.4036,0.000121,1181.69,53023.85,0.732,2.182,11.482,13.782,4.627,0.524,1.371,9.182,0.728,1.477,0.076,0.093,8.33,11.41,1.18,0.49,0.33
2025-08-15T20:35:00,MSFT,97.383,-0.000201,595.5,53619.35,0.754,2.204,11.504,13.804,4.635,0.525,1.376,9.204,0.73,1.485,0.076,0.093,8.42,11.52,1.2,0.5,0.33
2025-08-15T20:40:00,NVDA,97.5121,0.001339,1786.8,55406.15,0.775,2.225,11.525,13.825,4.642,0.526,1.381,9.225,0.733,1.492,0.076,0.093,8.5,11.63,1.23,0.51,0.34
2025-08-15T20:45:00,JPM,97.337,-0.001781,25.89,55432.04,0.795,2.245,11.545,13.845,4.648,0.527,1.386,9.245,0.734,1.498,0.076,0.093,8.58,11.72,1.24,0.52,0.35
2025-08-15T20:50:00,XOM,97.249,-0.000888,137.85,55569.89,0.812,2.262,11.562,13.862,4.654,0.528,1.391,9.262,0.736,1.504,0.077,0.094,8.65,11.81,1.26,0.53,0.35
2025-08-15T20:55:00,AAPL,97.3704,0.001266,1830.06,57399.95,0.828,2.278,11.578,13.878,4.659,0.529,1.394,9.278,0.738,1.509,0.077,0.094,8.71,11.89,1.28,0.54,0.36
2025-08-15T21:00:00,MSFT,97.2284,-0.001439,-435.2,56964.75,0.841,2.291,11.591,13.891,4.664,0.53,1.398,9.291,0.739,1.514,0.077,0.094,8.76,11.95,1.29,0.55,0.36
2025-08-15T21:05:00,NVDA,97.3116,0.000875,1084.18,58048.93,0.852,2.302,11.602,13.902,4.667,0.53,1.4,9.302,0.74,1.517,0.077,0.094,8.81,12.01,1.3,0.55,0.37
2025-08-15T21:10:00,JPM,97.1393,-0.001749,-290.04,57758.89,0.86,2.31,11.61,13.91,4.67,0.531,1.403,9.31,0.741,1.52,0.077,0.094,8.84,12.05,1.31,0.56,0.37
2025-08-15T21:15:00,XOM,96.9359,-0.002072,-159.47,57599.42,0.866,2.316,11.616,13.916,4.672,0.531,1.404,9.316,0.742,1.522,0.077,0.094,8.86,12.08,1.32,0.56,0.37
2025-08-15T21:20:00,AAPL,96.9753,0.000429,255.17,57854.59,0.869,2.319,11.619,13.919,4.673,0.531,1.405,9.319,0.742,1.523,0.077,0.094,8.88,12.1,1.32,0.56,0.37
2025-08-15T21:25:00,MSFT,96.7939,-0.001849,-1270.61,56583.98,0.87,2.32,11.62,13.92,4.673,0.531,1.405,9.32,0.742,1.523,0.077,0.094,8.88,12.1,1.32,0.56,0.37
2025-08-15T21:30:00,NVDA,97.1603,0.003807,2303.75,58887.73,0.868,2.318,11.618,13.918,4.673,0.531,1.404,9.318,0.742,1.523,0.077,0.094,8.87,12.09,1.32,0.56,0.37
2025-08-15T21:35:00,JPM,97.0596,-0.001015,-716.44,58171.29,0.863,2.313,11.613,13.913,4.671,0.531,1.403,9.313,0.741,1.521,0.077,0.094,8.85,12.06,1.31,0.56,0.37
2025-08-15T21:40:00,XOM,96.9615,-0.00099,-461.01,57710.28,0.855,2.305,11.605,13.905,4.668,0.53,1.401,9.305,0.741,1.518,0.077,0.094,8.82,12.03,1.31,0.55,0.37
2025-08-15T21:45:00,AAPL,97.5338,0.005922,4054.58,61764.86,0.845,2.295,11.595,13.895,4.665,0.53,1.399,9.295,0.74,1.515,0.077,0.094,8.78,11.98,1.3,0.55,0.37
2025-08-15T21:50:00,MSFT,97.1976,-0.003429,-2161.11,59603.75,0.833,2.283,11.583,13.883,4.661,0.529,1.396,9.283,0.738,1.511,0.077,0.094,8.73,11.91,1.28,0.54,0.36
2025-08-15T21:55:00,NVDA,97.282,0.000885,735.81,60339.56,0.818,2.268,11.568,13.868,4.656,0.528,1.392,9.268,0.737,1.506,0.077,0.094,8.67,11.84,1.27,0.53,0.36
2025-08-15T22:00:00,JPM,97.1077,-0.001776,-258.48,60081.08,0.801,2.251,11.551,13.851,4.65,0.528,1.388,9.251,0.735,1.5,0.077,0.094,8.61,11.76,1.25,0.53,0.35
2025-08-15T22:05:00,XOM,97.0861,-0.000209,375.99,60457.07,0.783,2.233,11.533,13.833,4.644,0.527,1.383,9.233,0.733,1.494,0.076,0.093,8.53,11.66,1.23,0.52,0.34
2025-08-15T22:10:00,AAPL,97.4233,0.003484,2148.81,62605.88,0.762,2.212,11.512,13.812,4.637,0.526,1.378,9.212,0.731,1.487,0.076,0.093,8.45,11.56,1.21,0.51,0.34
2025-08-15T22:15:00,MSFT,97.8059,0.003937,2587.9,65193.78,0.741,2.191,11.491,13.791,4.63,0.525,1.373,9.191,0.729,1.48,0.076,0.093,8.36,11.45,1.19,0.5,0.33
2025-08-15T22:20:00,NVDA,97.5958,-0.002141,-600.21,64593.57,0.718,2.168,11.468,13.768,4.623,0.523,1.367,9.168,0.727,1.473,0.076,0.093,8.27,11.34,1.17,0.48,0.32
2025-08-15T22:25:00,JPM,97.737,0.001451,914.22,65507.79,0.694,2.144,11.444,13.744,4.615,0.522,1.361,9.144,0.724,1.465,0.075,0.092,8.18,11.22,1.14,0.47,0.31
2025-08-15T22:30:00,XOM,98.1201,0.003921,2432.21,67940.0,0.67,2.12,11.42,13.72,4.607,0.521,1.355,9.12,0.722,1.457,0.075,0.092,8.08,11.1,1.12,0.46,0.31
2025-08-15T22:35:00,AAPL,98.0316,-0.000903,-317.91,67622.09,0.646,2.096,11.396,13.696,4.599,0.52,1.349,9.096,0.72,1.449,0.075,0.092,8.02,11.02,1.1,0.45,0.3
2025-08-15T22:40:00,MSFT,97.6851,-0.003537,-2216.62,65405.47,0.621,2.071,11.371,13.671,4.59,0.519,1.343,9.071,0.717,1.44,0.075,0.092,8.11,11.14,1.13,0.46,0.31
2025-08-15T22:45:00,NVDA,97.0137,-0.006879,-4438.35,60967.12,0.597,2.047,11.347,13.647,4.582,0.517,1.337,9.047,0.715,1.432,0.074,0.091,8.21,11.26,1.15,0.48,0.32
2025-08-15T22:50:00,JPM,96.4116,-0.006213,-3852.38,57114.74,0.574,2.024,11.324,13.624,4.575,0.516,1.331,9.024,0.712,1.425,0.074,0.091,8.3,11.38,1.18,0.49,0.33
2025-08-15T22:55:00,XOM,96.5849,0.001787,1490.38,58605.12,0.552,2.002,11.302,13.602,4.567,0.515,1.325,9.002,0.71,1.417,0.074,0.091,8.39,11.49,1.2,0.5,0.33
2025-08-15T23:00:00,AAPL,96.7261,0.00145,1148.82,59753.94,0.53,1.98,11.28,13.58,4.56,0.514,1.32,8.98,0.708,1.41,0.074,0.091,8.48,11.6,1.22,0.51,0.34
2025-08-15T23:05:00,MSFT,96.4375,-0.002998,-1561.26,58192.68,0.511,1.961,11.261,13.561,4.554,0.513,1.315,8.961,0.706,1.404,0.074,0.091,8.56,11.7,1.24,0.52,0.35
2025-08-15T23:10:00,NVDA,96.6216,0.001894,1221.24,59413.92,0.493,1.943,11.243,13.543,4.548,0.512,1.311,8.943,0.704,1.398,0.073,0.09,8.63,11.79,1.26,0.53,0.35
2025-08-15T23:15:00,JPM,96.6876,0.000665,883.53,60297.45,0.477,1.927,11.227,13.527,4.542,0.511,1.307,8.927,0.703,1.392,0.073,0.09,8.69,11.87,1.27,0.54,0.36
2025-08-15T23:20:00,XOM,96.5224,-0.001727,-789.25,59508.2,0.463,1.913,11.213,13.513,4.538,0.511,1.303,8.913,0.701,1.388,0.073,0.09,8.75,11.94,1.29,0.54,0.36
2025-08-15T23:25:00,AAPL,96.3379,-0.001931,-1124.95,58383.25,0.451,1.901,11.201,13.501,4.534,0.51,1.3,8.901,0.7,1.384,0.073,0.09,8.8,12.0,1.3,0.55,0.37
2025-08-15T23:30:00,MSFT,96.4727,0.001378,887.16,59270.41,0.442,1.892,11.192,13.492,4.531,0.51,1.298,8.892,0.699,1.381,0.073,0.09,8.83,12.04,1.31,0.55,0.37
2025-08-15T23:35:00,NVDA,96.6271,0.001579,1241.11,60511.52,0.435,1.885,11.185,13.485,4.528,0.509,1.296,8.885,0.699,1.378,0.073,0.09,8.86,12.07,1.31,0.56,0.37
2025-08-15T23:40:00,JPM,96.2444,-0.003982,-2075.46,58436.06,0.431,1.881,11.181,13.481,4.527,0.509,1.295,8.881,0.698,1.377,0.073,0.09,8.87,12.09,1.32,0.56,0.37
2025-08-15T23:45:00,XOM,95.661,-0.006084,-3638.68,54797.38,0.43,1.88,11.18,13.48,4.527,0.509,1.295,8.88,0.698,1.377,0.073,0.09,8.88,12.1,1.32,0.56,0.37
2025-08-15T23:50:00,AAPL,95.9163,0.002647,1281.9,56079.28,0.431,1.881,11.181,13.481,4.527,0.509,1.295,8.881,0.698,1.377,0.073,0.09,8.87,12.09,1.32,0.56,0.37
2025-08-15T23:55:00,MSFT,96.0549,0.001424,809.87,56889.15,0.436,1.886,11.186,13.486,4.529,0.509,1.296,8.886,0.699,1.379,0.073,0.09,8.86,12.07,1.31,0.56,0.37
2025-08-16T00:00:00,NVDA,95.9335,-0.001285,-668.47,56220.68,0.442,1.892,11.192,13.492,4.531,0.51,1.298,8.892,0.699,1.381,0.073,0.09,8.83,12.04,1.31,0.55,0.37
2025-08-16T00:05:00,JPM,95.6446,-0.003032,-1742.32,54478.36,0.452,1.902,11.202,13.502,4.534,0.51,1.3,8.902,0.7,1.384,0.073,0.09,8.79,11.99,1.3,0.55,0.37
2025-08-16T00:10:00,XOM,95.4465,-0.002089,-1198.77,53279.59,0.464,1.914,11.214,13.514,4.538,0.511,1.303,8.914,0.701,1.388,0.073,0.09,8.75,11.93,1.29,0.54,0.36
2025-08-16T00:15:00,AAPL,95.4385,-0.000101,243.4,53522.99,0.478,1.928,11.228,13.528,4.543,0.511,1.307,8.928,0.703,1.393,0.073,0.09,8.69,11.86,1.27,0.54,0.36
2025-08-16T00:20:00,MSFT,95.4329,-7.4e-05,349.6,53872.59,0.494,1.944,11.244,13.544,4.548,0.512,1.311,8.944,0.704,1.398,0.073,0.09,8.62,11.78,1.26,0.53,0.35
2025-08-16T00:25:00,NVDA,95.7023,0.002809,1995.43,55868.02,0.512,1.962,11.262,13.562,4.554,0.513,1.316,8.962,0.706,1.404,0.074,0.091,8.55,11.69,1.24,0.52,0.35
2025-08-16T00:30:00,JPM,95.9658,0.002742,2158.2,58026.22,0.532,1.982,11.282,13.582,4.561,0.514,1.32,8.982,0.708,1.411,0.074,0.091,8.47,11.59,1.22,0.51,0.34
2025-08-16T00:35:00,XOM,96.0236,0.000592,615.19,58641.41,0.553,2.003,11.303,13.603,4.568,0.515,1.326,9.003,0.71,1.418,0.074,0.091,8.39,11.48,1.2,0.5,0.33
2025-08-16T00:40:00,AAPL,95.5081,-0.010176,-6061.81,52579.6,-7.724,-8.674,2.126,-3.774,2.525,0.856,3.381,2.626,0.103,-0.775,-0.034,-0.034,75.3,90.37,6.97,3.09,4.02
2025-08-16T00:45:00,MSFT,95.5783,-0.004069,-2271.16,50308.44,-7.701,-8.651,2.149,-3.751,2.533,0.857,3.387,2.649,0.105,-0.767,-0.034,-0.034,75.2,90.25,6.95,3.08,4.02
2025-08-16T00:50:00,NVDA,95.4274,-0.006382,-3837.43,46471.01,-7.677,-8.627,2.173,-3.727,2.541,0.859,3.393,2.673,0.107,-0.759,-0.033,-0.033,75.11,90.13,6.93,3.06,4.01
2025-08-16T00:55:00,JPM,95.4572,-0.004488,-2803.39,43667.62,-7.652,-8.602,2.198,-3.702,2.549,0.86,3.399,2.698,0.11,-0.751,-0.033,-0.033,75.01,90.01,6.9,3.05,4.0
2025-08-16T01:00:00,XOM,95.8567,-0.000613,-104.54,43563.08,-7.628,-8.578,2.222,-3.678,2.557,0.861,3.406,2.722,0.112,-0.743,-0.033,-0.033,75.09,90.11,6.92,3.06,4.01
2025-08-16T01:05:00,AAPL,95.9961,-0.003341,-1554.78,42008.3,-7.604,-8.554,2.246,-3.654,2.565,0.862,3.412,2.746,0.115,-0.735,-0.033,-0.033,75.18,90.23,6.95,3.07,4.02
2025-08-16T01:10:00,MSFT,95.8088,-0.006744,-3887.28,38121.02,-7.58,-8.53,2.27,-3.63,2.573,0.863,3.417,2.77,0.117,-0.727,-0.032,-0.032,75.28,90.35,6.97,3.08,4.02
2025-08-16T01:15:00,NVDA,95.3966,-0.009092,-4841.08,33279.94,-7.558,-8.508,2.292,-3.608,2.581,0.865,3.423,2.792,0.119,-0.719,-0.032,-0.032,75.37,90.46,6.99,3.1,4.03
2025-08-16T01:20:00,JPM,95.0282,-0.008651,-4829.45,28450.49,-7.536,-8.486,2.314,-3.586,2.588,0.866,3.429,2.814,0.121,-0.712,-0.032,-0.032,75.46,90.57,7.01,3.11,4.04
2025-08-16T01:25:00,XOM,95.0722,-0.004324,-2437.76,26012.73,-7.516,-8.466,2.334,-3.566,2.595,0.867,3.434,2.834,0.123,-0.705,-0.032,-0.032,75.54,90.67,7.03,3.12,4.04
2025-08-16T01:30:00,AAPL,95.4529,-0.00078,-103.64,25909.09,-7.497,-8.447,2.353,-3.547,2.601,0.868,3.438,2.853,0.125,-0.699,-0.031,-0.031,75.61,90.76,7.05,3.13,4.05
2025-08-16T01:35:00,MSFT,95.3041,-0.006342,-3915.94,21993.15,-7.481,-8.431,2.369,-3.531,2.606,0.868,3.442,2.869,0.127,-0.694,-0.031,-0.031,75.68,90.85,7.07,3.13,4.06
2025-08-16T01:40:00,NVDA,95.3128,-0.00469,-2605.78,19387.37,-7.466,-8.416,2.384,-3.516,2.611,0.869,3.446,2.884,0.128,-0.689,-0.031,-0.031,75.74,90.92,7.08,3.14,4.06
2025-08-16T01:45:00,JPM,95.605,-0.001714,-805.98,18581.39,-7.454,-8.404,2.396,-3.504,2.615,0.87,3.449,2.896,0.13,-0.685,-0.031,-0.031,75.78,90.98,7.1,3.15,4.07
2025-08-16T01:50:00,XOM,95.5907,-0.004929,-2172.79,16408.6,-7.444,-8.394,2.406,-3.494,2.619,0.87,3.451,2.906,0.131,-0.681,-0.031,-0.031,75.82,91.03,7.11,3.15,4.07
2025-08-16T01:55:00,AAPL,95.821,-0.00237,-1418.97,14989.63,-7.437,-8.387,2.413,-3.487,2.621,0.871,3.453,2.913,0.131,-0.679,-0.031,-0.031,75.85,91.07,7.11,3.16,4.07
2025-08-16T02:00:00,MSFT,95.8945,-0.004011,-2324.77,12664.86,-7.432,-8.382,2.418,-3.482,2.623,0.871,3.454,2.918,0.132,-0.677,-0.031,-0.031,75.87,91.09,7.12,3.16,4.07
