timestamp,symbol,price,return,pnl,equity,expected_pnl,implementation_shortfall,volatility,volume_ratio,spread_bps,slippage_bps,signal_strength,news_risk,strategy_type,rsi_14,price_to_ma_20_pct,momentum_20d_pct,trend_strength,implied_volatility,volatility_limit,net_interest_margin_trend,loan_loss_risk,oil_momentum_20d_pct,inventory_surprise_pct,action,decision_reason,target_position,target_quantity,target_weight,fill_quantity,fill_price,position_quantity,kind,event_id,parent_id,available_at,decision_timestamp,strategy_id,strategy_version,model_version,feature_snapshot_id,detail
2025-08-18T09:41:00Z,MSFT,416.2251,0.002952,0.0,0.0,0.0,0.0,0.1957,1.097,1.786,0.603,0.15,0.17,20-day momentum,,,1.2,0.24,,,,,,,,,,,,,,0,position,msft-position-00,msft-fill-00,2025-08-18T09:41:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Position evidence for MSFT cycle 1.
2025-08-18T09:42:00Z,MSFT,416.2251,0.002952,0.0,0.0,0.0,0.0,0.1957,1.097,1.786,0.603,0.15,0.17,20-day momentum,,,1.2,0.24,,,,,,,,,,,,,,,pnl,msft-pnl-00,msft-position-00,2025-08-18T09:42:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Pnl evidence for MSFT cycle 1.
2025-08-18T09:44:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,,,,,,,,,observation,nvda-observation-00,,2025-08-18T09:44:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Observation evidence for NVDA cycle 1.
2025-08-18T09:45:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,HOLD,HOLD: implied volatility was 0.55; low volatility permits exposure and above 0.70 exits it.,0,,0.0,,,,decision,nvda-decision-00,nvda-observation-00,2025-08-18T09:44:00Z,2025-08-18T09:45:00Z,demo-nvda-volatility-gated-growth,2026.08-demo,nvda-volatility-gate-1.9,nvda-features-00,Decision evidence for NVDA cycle 1.
2025-08-18T09:46:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,,,0,0,0.0,,,,target,nvda-target-00,nvda-decision-00,2025-08-18T09:46:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Target evidence for NVDA cycle 1.
2025-08-18T09:47:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,,,,,,0,,,fill,nvda-fill-00,nvda-target-00,2025-08-18T09:47:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Fill evidence for NVDA cycle 1.
2025-08-18T09:48:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,,,,,,,,0,position,nvda-position-00,nvda-fill-00,2025-08-18T09:48:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Position evidence for NVDA cycle 1.
2025-08-18T09:49:00Z,NVDA,135.5378,0.003984,0.0,0.0,0.0,0.0,0.2379,0.925,2.219,0.639,0.069,0.24,Volatility-gated growth,,,,,0.55,0.7,,,,,,,,,,,,,pnl,nvda-pnl-00,nvda-position-00,2025-08-18T09:49:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Pnl evidence for NVDA cycle 1.
2025-08-18T09:51:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,,,,,,,,,observation,jpm-observation-00,,2025-08-18T09:51:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Observation evidence for JPM cycle 1.
2025-08-18T09:52:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,HOLD,HOLD: net-interest-margin trend was 0.01; improving margins buy and sharp contraction sells.,0,,0.0,,,,decision,jpm-decision-00,jpm-observation-00,2025-08-18T09:51:00Z,2025-08-18T09:52:00Z,demo-jpm-bank-fundamentals,2026.08-demo,jpm-bank-quality-4.1,jpm-features-00,Decision evidence for JPM cycle 1.
2025-08-18T09:53:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,,,0,0,0.0,,,,target,jpm-target-00,jpm-decision-00,2025-08-18T09:53:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Target evidence for JPM cycle 1.
2025-08-18T09:54:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,,,,,,0,,,fill,jpm-fill-00,jpm-target-00,2025-08-18T09:54:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Fill evidence for JPM cycle 1.
2025-08-18T09:55:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,,,,,,,,0,position,jpm-position-00,jpm-fill-00,2025-08-18T09:55:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Position evidence for JPM cycle 1.
2025-08-18T09:56:00Z,JPM,218.5289,0.002426,0.0,0.0,0.0,0.0,0.262,0.822,2.444,0.585,0.001,0.31,Bank fundamentals,,,,,,,0.01,0.21,,,,,,,,,,,pnl,jpm-pnl-00,jpm-position-00,2025-08-18T09:56:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Pnl evidence for JPM cycle 1.
2025-08-18T09:58:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,,,,,,,,,observation,xom-observation-00,,2025-08-18T09:58:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Observation evidence for XOM cycle 1.
2025-08-18T09:59:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,HOLD,HOLD: 20-day oil momentum was 2%; above 6% buys and below -5% sells.,0,,0.0,,,,decision,xom-decision-00,xom-observation-00,2025-08-18T09:58:00Z,2025-08-18T09:59:00Z,demo-xom-oil-trend-and-inventories,2026.08-demo,xom-energy-trend-2.7,xom-features-00,Decision evidence for XOM cycle 1.
2025-08-18T10:00:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,,,0,0,0.0,,,,target,xom-target-00,xom-decision-00,2025-08-18T10:00:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Target evidence for XOM cycle 1.
2025-08-18T10:01:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,,,,,,0,,,fill,xom-fill-00,xom-target-00,2025-08-18T10:01:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Fill evidence for XOM cycle 1.
2025-08-18T10:02:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,,,,,,,,0,position,xom-position-00,xom-fill-00,2025-08-18T10:02:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Position evidence for XOM cycle 1.
2025-08-18T10:03:00Z,XOM,111.9205,-0.00071,-0.0,0.0,0.0,0.0,0.285,0.882,2.657,0.525,0.25,0.38,Oil trend and inventories,,,,,,,,,2,-1.0,,,,,,,,,pnl,xom-pnl-00,xom-position-00,2025-08-18T10:03:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Pnl evidence for XOM cycle 1.
2025-08-18T10:15:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,,,,,,,,,observation,aapl-observation-01,,2025-08-18T10:15:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Observation evidence for AAPL cycle 2.
2025-08-18T10:16:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,BUY,BUY: RSI was 27; below 30 buys and above 65 sells while the middle range holds.,40,,0.009033,,,,decision,aapl-decision-01,aapl-observation-01,2025-08-18T10:15:00Z,2025-08-18T10:16:00Z,demo-aapl-rsi-mean-reversion,2026.08-demo,aapl-rsi-reversion-3.2,aapl-features-01,Decision evidence for AAPL cycle 2.
2025-08-18T10:17:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,,,40,40,0.009033,,,,target,aapl-target-01,aapl-decision-01,2025-08-18T10:17:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Target evidence for AAPL cycle 2.
2025-08-18T10:18:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,,,,,,40,225.8287,,fill,aapl-fill-01,aapl-target-01,2025-08-18T10:18:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Fill evidence for AAPL cycle 2.
2025-08-18T10:19:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,,,,,,,,40,position,aapl-position-01,aapl-fill-01,2025-08-18T10:19:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Position evidence for AAPL cycle 2.
2025-08-18T10:20:00Z,AAPL,225.8287,0.003683,27.85,27.85,10.84,-17.01,0.1658,1.097,1.495,1.029,0.386,0.17,RSI mean reversion,27,3.29,,,,,,,,,,,,,,,,,pnl,aapl-pnl-01,aapl-position-01,2025-08-18T10:20:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Pnl evidence for AAPL cycle 2.
2025-08-18T10:22:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,,,,,,,,,observation,msft-observation-01,,2025-08-18T10:22:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Observation evidence for MSFT cycle 2.
2025-08-18T10:23:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,BUY,BUY: 20-day momentum was 3.8%; above 3% buys and below -2% sells.,30,,0.012532,,,,decision,msft-decision-01,msft-observation-01,2025-08-18T10:22:00Z,2025-08-18T10:23:00Z,demo-msft-20-day-momentum,2026.08-demo,msft-momentum-2.4,msft-features-01,Decision evidence for MSFT cycle 2.
2025-08-18T10:24:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,,,30,30,0.012532,,,,target,msft-target-01,msft-decision-01,2025-08-18T10:24:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Target evidence for MSFT cycle 2.
2025-08-18T10:25:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,,,,,,30,417.7389,,fill,msft-fill-01,msft-target-01,2025-08-18T10:25:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Fill evidence for MSFT cycle 2.
2025-08-18T10:26:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,,,,,,,,30,position,msft-position-01,msft-fill-01,2025-08-18T10:26:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Position evidence for MSFT cycle 2.
2025-08-18T10:27:00Z,MSFT,417.7389,0.003637,38.06,38.06,15.04,-23.02,0.2005,0.925,1.841,0.927,0.475,0.24,20-day momentum,,,3.8,0.76,,,,,,,,,,,,,,,pnl,msft-pnl-01,msft-position-01,2025-08-18T10:27:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Pnl evidence for MSFT cycle 2.
2025-08-18T10:29:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,,,,,,,,,observation,nvda-observation-01,,2025-08-18T10:29:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Observation evidence for NVDA cycle 2.
2025-08-18T10:30:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,BUY,BUY: implied volatility was 0.38; low volatility permits exposure and above 0.70 exits it.,20,,0.002714,,,,decision,nvda-decision-01,nvda-observation-01,2025-08-18T10:29:00Z,2025-08-18T10:30:00Z,demo-nvda-volatility-gated-growth,2026.08-demo,nvda-volatility-gate-1.9,nvda-features-01,Decision evidence for NVDA cycle 2.
2025-08-18T10:31:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,,,20,20,0.002714,,,,target,nvda-target-01,nvda-decision-01,2025-08-18T10:31:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Target evidence for NVDA cycle 2.
2025-08-18T10:32:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,,,,,,20,135.704,,fill,nvda-fill-01,nvda-target-01,2025-08-18T10:32:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Fill evidence for NVDA cycle 2.
2025-08-18T10:33:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,,,,,,,,20,position,nvda-position-01,nvda-fill-01,2025-08-18T10:33:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Position evidence for NVDA cycle 2.
2025-08-18T10:34:00Z,NVDA,135.704,0.001226,1.7,1.7,3.26,1.56,0.2186,0.822,1.998,0.743,0.048,0.31,Volatility-gated growth,,,,,0.38,0.7,,,,,,,,,,,,,pnl,nvda-pnl-01,nvda-position-01,2025-08-18T10:34:00Z,,demo-nvda-volatility-gated-growth,2026.08-demo,,,Pnl evidence for NVDA cycle 2.
2025-08-18T10:36:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,,,,,,,,,observation,jpm-observation-01,,2025-08-18T10:36:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Observation evidence for JPM cycle 2.
2025-08-18T10:37:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,HOLD,HOLD: net-interest-margin trend was 0.02; improving margins buy and sharp contraction sells.,0,,0.0,,,,decision,jpm-decision-01,jpm-observation-01,2025-08-18T10:36:00Z,2025-08-18T10:37:00Z,demo-jpm-bank-fundamentals,2026.08-demo,jpm-bank-quality-4.1,jpm-features-01,Decision evidence for JPM cycle 2.
2025-08-18T10:38:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,,,0,0,0.0,,,,target,jpm-target-01,jpm-decision-01,2025-08-18T10:38:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Target evidence for JPM cycle 2.
2025-08-18T10:39:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,,,,,,0,,,fill,jpm-fill-01,jpm-target-01,2025-08-18T10:39:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Fill evidence for JPM cycle 2.
2025-08-18T10:40:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,,,,,,,,0,position,jpm-position-01,jpm-fill-01,2025-08-18T10:40:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Position evidence for JPM cycle 2.
2025-08-18T10:41:00Z,JPM,218.0958,-0.001982,-0.0,0.0,0.0,0.0,0.2589,0.882,2.409,0.569,0.003,0.38,Bank fundamentals,,,,,,,0.02,0.2,,,,,,,,,,,pnl,jpm-pnl-01,jpm-position-01,2025-08-18T10:41:00Z,,demo-jpm-bank-fundamentals,2026.08-demo,,,Pnl evidence for JPM cycle 2.
2025-08-18T10:43:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,,,,,,,,,observation,xom-observation-01,,2025-08-18T10:43:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Observation evidence for XOM cycle 2.
2025-08-18T10:44:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,BUY,BUY: 20-day oil momentum was 8%; above 6% buys and below -5% sells.,60,,0.006689,,,,decision,xom-decision-01,xom-observation-01,2025-08-18T10:43:00Z,2025-08-18T10:44:00Z,demo-xom-oil-trend-and-inventories,2026.08-demo,xom-energy-trend-2.7,xom-features-01,Decision evidence for XOM cycle 2.
2025-08-18T10:45:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,,,60,60,0.006689,,,,target,xom-target-01,xom-decision-01,2025-08-18T10:45:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Target evidence for XOM cycle 2.
2025-08-18T10:46:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,,,,,,60,111.4839,,fill,xom-fill-01,xom-target-01,2025-08-18T10:46:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Fill evidence for XOM cycle 2.
2025-08-18T10:47:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,,,,,,,,60,position,xom-position-01,xom-fill-01,2025-08-18T10:47:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Position evidence for XOM cycle 2.
2025-08-18T10:48:00Z,XOM,111.4839,-0.003901,-30.11,-30.11,8.03,38.14,0.3073,1.051,2.912,1.237,1,0.1,Oil trend and inventories,,,,,,,,,8,-4.0,,,,,,,,,pnl,xom-pnl-01,xom-position-01,2025-08-18T10:48:00Z,,demo-xom-oil-trend-and-inventories,2026.08-demo,,,Pnl evidence for XOM cycle 2.
2025-08-18T11:00:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,,,,,,,,,observation,aapl-observation-02,,2025-08-18T11:00:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Observation evidence for AAPL cycle 3.
2025-08-18T11:01:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,HOLD,HOLD: RSI was 32; below 30 buys and above 65 sells while the middle range holds.,40,,0.009059,,,,decision,aapl-decision-02,aapl-observation-02,2025-08-18T11:00:00Z,2025-08-18T11:01:00Z,demo-aapl-rsi-mean-reversion,2026.08-demo,aapl-rsi-reversion-3.2,aapl-features-02,Decision evidence for AAPL cycle 3.
2025-08-18T11:02:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,,,40,40,0.009059,,,,target,aapl-target-02,aapl-decision-02,2025-08-18T11:02:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Target evidence for AAPL cycle 3.
2025-08-18T11:03:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,,,,,,0,,,fill,aapl-fill-02,aapl-target-02,2025-08-18T11:03:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Fill evidence for AAPL cycle 3.
2025-08-18T11:04:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,,,,,,,,40,position,aapl-position-02,aapl-fill-02,2025-08-18T11:04:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Position evidence for AAPL cycle 3.
2025-08-18T11:05:00Z,AAPL,226.4777,0.002874,26.04,53.89,10.87,-15.17,0.1601,0.925,1.43,0.601,0.457,0.24,RSI mean reversion,32,2.57,,,,,,,,,,,,,,,,,pnl,aapl-pnl-02,aapl-position-02,2025-08-18T11:05:00Z,,demo-aapl-rsi-mean-reversion,2026.08-demo,,,Pnl evidence for AAPL cycle 3.
2025-08-18T11:07:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,,,,,,,,,observation,msft-observation-02,,2025-08-18T11:07:00Z,,demo-msft-20-day-momentum,2026.08-demo,,,Observation evidence for MSFT cycle 3.
2025-08-18T11:08:00Z,MSFT,417.6913,-0.000114,-1.43,36.63,15.04,16.47,0.1758,0.822,1.559,0.504,0.212,0.31,20-day momentum,,,1.7,0.34,,,,,,,HOLD,HOLD: 20-day momentum was 1.7%; above 3% buys and below -2% sells.,30,,0.012531,,,,decision,msft-decision-02,msft-observation-02,2025-08-18T11:07:00Z,2025-08-18T11:08:00Z,demo-msft-20-day-momentum,2026.08-demo,msft-momentum-2.4,msft-features-02,Decision evidence for MSFT cycle 3.
