timestamp,pnl,equity,expected_pnl,implementation_shortfall,symbol,side,quantity,notional,hit_rate,feature_drift_score,gross_exposure,net_exposure,leverage,concentration,position_size,fill_rate,reject_rate,latency_ms,fees,broker_position_mismatch,api_error_rate,api_disconnects,restart_count,strategy_version,parameter_hash
2025-08-15T19:30:00,814.64,365663.61,864.95,50.31,JPM,sell,340,33032.87,0.565,0.1,848800,190000,1.15,0.17,100000,0.986,0.003,16,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T19:35:00,774.62,366438.23,871.14,96.52,XOM,buy,160,15570.96,0.58,0.04,849400,190000,1.15,0.17,100000,0.992,0.003,17,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T19:40:00,862.31,367300.55,868.83,6.51,AAPL,buy,500,48791.5,0.578,0.05,850000,190000,1.15,0.17,100000,0.991,0.003,13,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T19:45:00,940.71,368241.25,858.98,-81.73,MSFT,sell,280,27240.25,0.575,0.06,850600,190000,1.15,0.17,100000,0.99,0.003,14,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T19:50:00,970.58,369211.84,879.2,-91.38,NVDA,buy,190,18451.66,0.573,0.07,851200,190000,1.15,0.17,100000,0.989,0.003,15,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T19:55:00,639.05,369850.89,851.36,212.3,JPM,buy,340,33008.12,0.57,0.08,851800,190000,1.15,0.17,100000,0.988,0.003,16,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:00:00,1157.65,371008.55,869.96,-287.69,XOM,sell,160,15518.9,0.568,0.09,852400,190000,1.15,0.17,100000,0.987,0.003,17,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:05:00,526.98,371535.53,879.24,352.26,AAPL,buy,500,48540.65,0.565,0.1,853000,190000,1.15,0.17,100000,0.986,0.003,13,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:10:00,751.59,372287.12,863.59,112.0,MSFT,buy,280,27154.43,0.58,0.04,853600,190000,1.15,0.17,100000,0.992,0.003,14,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:15:00,982.72,373269.84,867.73,-114.99,NVDA,sell,190,18468.11,0.578,0.05,854200,190000,1.15,0.17,100000,0.991,0.003,15,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:20:00,807.86,374077.7,871.04,63.18,JPM,buy,340,33120.93,0.575,0.06,854800,190000,1.15,0.17,100000,0.99,0.003,16,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:25:00,919.57,374997.27,866.87,-52.69,XOM,buy,160,15582.82,0.573,0.07,855400,190000,1.15,0.17,100000,0.989,0.003,17,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:30:00,1106.86,376104.13,861.79,-245.07,AAPL,sell,500,48701.8,0.57,0.08,856000,190000,1.15,0.17,100000,0.988,0.003,13,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:35:00,720.25,376824.38,869.37,149.12,MSFT,buy,280,27267.24,0.568,0.09,856600,190000,1.15,0.17,100000,0.987,0.003,14,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:40:00,956.85,377781.23,869.28,-87.57,NVDA,buy,190,18527.3,0.565,0.1,857200,190000,1.15,0.17,100000,0.986,0.003,15,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:45:00,1129.99,378911.22,862.56,-267.43,JPM,sell,340,33094.58,0.58,0.04,857800,190000,1.15,0.17,100000,0.992,0.003,16,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:50:00,688.32,379599.54,867.58,179.27,XOM,buy,160,15559.84,0.578,0.05,858400,190000,1.15,0.17,100000,0.991,0.003,17,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T20:55:00,1045.21,380644.75,871.43,-173.78,AAPL,buy,500,48685.2,0.575,0.06,859000,190000,1.15,0.17,100000,0.99,0.003,13,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:00:00,457.01,381101.76,874.82,417.8,MSFT,sell,280,27223.95,0.573,0.07,859600,190000,1.15,0.17,100000,0.989,0.003,14,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:05:00,541.46,381643.23,870.1,328.64,NVDA,buy,190,18489.2,0.57,0.08,860200,190000,1.15,0.17,100000,0.988,0.003,15,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:10:00,794.57,382437.8,866.88,72.3,JPM,buy,340,33027.36,0.568,0.09,860800,190000,1.15,0.17,100000,0.987,0.003,16,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:15:00,1125.41,383563.21,855.51,-269.9,XOM,sell,160,15509.74,0.565,0.1,861400,190000,1.15,0.17,100000,0.986,0.003,17,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:20:00,-10.66,383552.54,754.45,765.11,AAPL,buy,500,48487.65,0.58,0.04,862000,190000,1.15,0.17,100000,0.992,0.003,13,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:25:00,-124.15,383428.4,760.39,884.54,MSFT,buy,280,27102.29,0.578,0.05,862600,190000,1.15,0.17,100000,0.991,0.003,14,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:30:00,-56.51,383371.89,754.89,811.39,NVDA,sell,190,18460.46,0.575,0.06,863200,190000,1.15,0.17,100000,0.99,0.003,15,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:35:00,-87.18,383284.71,764.39,851.57,JPM,buy,340,33000.26,0.573,0.07,863800,190000,1.15,0.17,100000,0.989,0.003,16,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:40:00,153.0,383437.71,739.82,586.81,XOM,buy,160,15513.84,0.57,0.08,864400,190000,1.15,0.17,100000,0.988,0.003,17,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:45:00,382.86,383820.57,758.87,376.0,AAPL,sell,500,48766.9,0.568,0.09,865000,190000,1.15,0.17,100000,0.987,0.003,13,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:50:00,-35.07,383785.5,747.69,782.76,MSFT,buy,280,27215.33,0.565,0.1,865600,190000,1.15,0.17,100000,0.986,0.003,14,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T21:55:00,186.87,383972.38,766.91,580.03,NVDA,buy,190,18483.58,0.58,0.04,866200,190000,1.15,0.17,100000,0.992,0.003,15,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:00:00,842.56,384814.94,766.8,-75.76,JPM,sell,340,33016.62,0.578,0.05,866800,190000,1.15,0.17,100000,0.991,0.003,16,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:05:00,505.7,385320.64,780.58,274.88,XOM,buy,160,15533.78,0.575,0.06,867400,190000,1.15,0.17,100000,0.99,0.003,17,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:10:00,-11.14,385309.5,762.57,773.71,AAPL,buy,500,48711.65,0.573,0.07,868000,190000,1.15,0.17,100000,0.989,0.003,13,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:15:00,147.14,385456.64,757.68,610.55,MSFT,sell,280,27385.65,0.57,0.08,868600,190000,1.15,0.17,100000,0.988,0.003,14,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:20:00,727.26,386183.89,775.0,47.74,NVDA,buy,190,18543.2,0.568,0.09,869200,190000,1.15,0.17,100000,0.987,0.003,15,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:25:00,14.64,386198.53,767.98,753.34,JPM,buy,340,33230.58,0.565,0.1,869800,190000,1.15,0.17,100000,0.986,0.003,16,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:30:00,1.04,386199.57,753.48,752.44,XOM,sell,160,15699.22,0.58,0.04,870400,190000,1.15,0.17,100000,0.992,0.003,17,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:35:00,241.68,386441.25,776.04,534.36,AAPL,buy,500,49015.8,0.578,0.05,871000,190000,1.15,0.17,100000,0.991,0.003,13,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:40:00,-23.81,386417.44,767.29,791.1,MSFT,buy,280,27351.83,0.575,0.06,871600,190000,1.15,0.17,100000,0.99,0.003,14,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:45:00,-173.44,386244.0,762.43,935.87,NVDA,sell,190,18432.6,0.573,0.07,872200,190000,1.15,0.17,100000,0.989,0.003,15,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:50:00,-0.11,386243.89,750.68,750.79,JPM,buy,340,32779.94,0.57,0.08,872800,190000,1.15,0.17,100000,0.988,0.003,16,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T22:55:00,382.44,386626.33,757.5,375.05,XOM,buy,160,15453.58,0.568,0.09,873400,190000,1.15,0.17,100000,0.987,0.003,17,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:00:00,249.66,386875.99,769.76,520.1,AAPL,sell,500,48363.05,0.565,0.1,874000,190000,1.15,0.17,100000,0.986,0.003,13,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:05:00,297.54,387173.54,774.05,476.51,MSFT,buy,280,27002.5,0.58,0.04,874600,190000,1.15,0.17,100000,0.992,0.003,14,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:10:00,46.83,387220.37,772.2,725.37,NVDA,buy,190,18358.1,0.578,0.05,875200,190000,1.15,0.17,100000,0.991,0.003,15,90,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:15:00,471.01,387691.38,758.81,287.8,JPM,sell,340,32873.78,0.575,0.06,875800,190000,1.15,0.17,100000,0.99,0.003,16,91,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:20:00,281.72,387973.1,776.15,494.43,XOM,buy,160,15443.58,0.573,0.07,876400,190000,1.15,0.17,100000,0.989,0.003,17,92,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:25:00,72.43,388045.53,765.65,693.22,AAPL,buy,500,48168.95,0.57,0.08,877000,190000,1.15,0.17,100000,0.988,0.003,13,93,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:30:00,32.89,388078.41,752.86,719.98,MSFT,sell,280,27012.36,0.568,0.09,877600,190000,1.15,0.17,100000,0.987,0.003,14,86,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:35:00,262.14,388340.55,766.02,503.88,NVDA,buy,190,18359.15,0.565,0.1,878200,190000,1.15,0.17,100000,0.986,0.003,15,87,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:40:00,393.15,388733.71,771.15,378.0,JPM,buy,340,32723.1,0.58,0.04,878800,190000,1.15,0.17,100000,0.992,0.003,16,88,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:45:00,133.4,388867.11,745.88,612.47,XOM,sell,160,15305.76,0.578,0.05,879400,190000,1.15,0.17,100000,0.991,0.003,17,89,0,0.001,0,0,v1.4.0,c8a1
2025-08-15T23:50:00,-359.05,388508.05,758.87,1117.92,AAPL,buy,500,47958.15,0.345,0.67,2530000,710000,3.2,0.59,460000,0.855,0.067,293,304,1,0.072,2,1,v1.5.0,f29d
2025-08-15T23:55:00,-73.15,388434.9,777.2,850.35,MSFT,buy,280,26895.37,0.342,0.68,2530600,710000,3.2,0.59,460000,0.854,0.067,294,305,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:00:00,128.37,388563.28,764.43,636.05,NVDA,sell,190,18227.36,0.34,0.69,2531200,710000,3.2,0.59,460000,0.853,0.067,295,306,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:05:00,137.26,388700.53,762.32,625.06,JPM,buy,340,32519.16,0.337,0.7,2531800,710000,3.2,0.59,460000,0.852,0.067,296,307,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:10:00,96.51,388797.05,779.02,682.51,XOM,buy,160,15271.44,0.335,0.71,2532400,710000,3.2,0.59,460000,0.851,0.067,297,300,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:15:00,306.3,389103.35,779.14,472.84,AAPL,sell,500,47719.25,0.35,0.65,2533000,710000,3.2,0.59,460000,0.857,0.067,293,301,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:20:00,395.47,389498.82,775.44,379.97,MSFT,buy,280,26721.21,0.347,0.66,2533600,710000,3.2,0.59,460000,0.856,0.067,294,302,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:25:00,254.09,389752.91,757.89,503.8,NVDA,buy,190,18183.44,0.345,0.67,2534200,710000,3.2,0.59,460000,0.855,0.067,295,303,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:30:00,458.29,390211.2,764.14,305.85,JPM,sell,340,32628.37,0.342,0.68,2534800,710000,3.2,0.59,460000,0.854,0.067,296,304,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:35:00,247.93,390459.13,780.38,532.45,XOM,buy,160,15363.78,0.34,0.69,2535400,710000,3.2,0.59,460000,0.853,0.067,297,305,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:40:00,247.28,390706.41,773.55,526.26,AAPL,buy,500,47754.05,0.337,0.7,2536000,710000,3.2,0.59,460000,0.852,0.067,293,306,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:45:00,251.8,390958.22,788.11,536.3,MSFT,sell,280,26761.92,0.335,0.71,2536600,710000,3.2,0.59,460000,0.851,0.067,294,307,1,0.072,3,1,v1.5.0,f29d
2025-08-16T00:50:00,119.18,391077.4,782.51,663.33,NVDA,buy,190,18131.21,0.35,0.65,2537200,710000,3.2,0.59,460000,0.857,0.067,295,300,1,0.072,2,1,v1.5.0,f29d
2025-08-16T00:55:00,-20.85,391056.55,754.01,774.86,JPM,buy,340,32455.45,0.347,0.66,2537800,710000,3.2,0.59,460000,0.856,0.067,296,301,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:00:00,275.23,391331.77,768.2,492.97,XOM,sell,160,15337.07,0.345,0.67,2538400,710000,3.2,0.59,460000,0.855,0.067,297,302,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:05:00,516.83,391848.6,777.75,260.92,AAPL,buy,500,47998.05,0.342,0.68,2539000,710000,3.2,0.59,460000,0.854,0.067,293,303,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:10:00,294.27,392142.87,792.15,497.88,MSFT,buy,280,26826.46,0.34,0.69,2539600,710000,3.2,0.59,460000,0.853,0.067,294,304,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:15:00,796.26,392939.12,761.31,-34.95,NVDA,sell,190,18125.35,0.337,0.7,2540200,710000,3.2,0.59,460000,0.852,0.067,295,305,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:20:00,533.99,393473.11,785.49,251.5,JPM,buy,340,32309.59,0.335,0.71,2540800,710000,3.2,0.59,460000,0.851,0.067,296,306,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:25:00,242.84,393715.95,781.13,538.29,XOM,buy,160,15211.55,0.35,0.65,2541400,710000,3.2,0.59,460000,0.857,0.067,297,307,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:30:00,380.19,394096.14,788.79,408.6,AAPL,sell,500,47726.45,0.347,0.66,2542000,710000,3.2,0.59,460000,0.856,0.067,293,300,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:35:00,16.29,394112.43,766.21,749.92,MSFT,buy,280,26685.15,0.345,0.67,2542600,710000,3.2,0.59,460000,0.855,0.067,294,301,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:40:00,302.3,394414.72,780.35,478.05,NVDA,buy,190,18109.43,0.342,0.68,2543200,710000,3.2,0.59,460000,0.854,0.067,295,302,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:45:00,256.71,394671.43,775.44,518.73,JPM,sell,340,32505.7,0.34,0.69,2543800,710000,3.2,0.59,460000,0.853,0.067,296,303,1,0.072,3,1,v1.5.0,f29d
2025-08-16T01:50:00,883.43,395554.86,780.34,-103.09,XOM,buy,160,15294.51,0.337,0.7,2544400,710000,3.2,0.59,460000,0.852,0.067,297,304,1,0.072,2,1,v1.5.0,f29d
2025-08-16T01:55:00,50.38,395605.24,788.41,738.03,AAPL,buy,500,47910.5,0.335,0.71,2545000,710000,3.2,0.59,460000,0.851,0.067,293,305,1,0.072,3,1,v1.5.0,f29d
2025-08-16T02:00:00,161.84,395767.08,776.72,614.88,MSFT,sell,280,26850.46,0.35,0.65,2545600,710000,3.2,0.59,460000,0.857,0.067,294,306,1,0.072,2,1,v1.5.0,f29d
2025-08-16T02:05:00,340.2,396107.28,773.18,432.98,NVDA,buy,190,18228.18,0.347,0.66,2546200,710000,3.2,0.59,460000,0.856,0.067,295,307,1,0.072,3,1,v1.5.0,f29d
2025-08-16T02:10:00,-383.71,395723.57,784.28,1167.99,JPM,buy,340,32491.08,0.345,0.67,2546800,710000,3.2,0.59,460000,0.855,0.067,296,300,1,0.072,2,1,v1.5.0,f29d
2025-08-16T02:15:00,581.46,396305.02,792.31,210.86,XOM,sell,160,15326.91,0.342,0.68,2547400,710000,3.2,0.59,460000,0.854,0.067,297,301,1,0.072,3,1,v1.5.0,f29d
2025-08-16T02:20:00,87.18,396392.2,798.74,711.56,AAPL,buy,500,47714.55,0.34,0.69,2548000,710000,3.2,0.59,460000,0.853,0.067,293,302,1,0.072,2,1,v1.5.0,f29d
