timestamp,pnl,volatility,volume_ratio,spread_bps,slippage_bps,signal_strength,news_risk
2025-08-14T11:30:00,1088.68,0.13466,1.1536,2.4568,0.6405,0.7396,0.2648
2025-08-14T11:35:00,855.51,0.13454,1.0979,2.559,0.6942,0.7224,0.3101
2025-08-14T11:40:00,728.91,0.15448,0.9964,2.9242,1.1332,0.6357,0.1956
2025-08-14T11:45:00,475.31,0.1449,1.1207,2.5388,0.8156,0.5866,0.001
2025-08-14T11:50:00,407.5,0.14014,1.1561,2.8226,1.0037,0.6941,0.2306
2025-08-14T11:55:00,799.28,0.13634,1.1145,2.8476,0.962,0.6524,0.174
2025-08-14T12:00:00,981.92,0.15964,1.2452,2.5289,0.7812,0.7488,0.2487
2025-08-14T12:05:00,1253.8,0.13751,1.0995,2.8821,0.9101,0.7569,0.2276
2025-08-14T12:10:00,1183.91,0.13861,1.1578,2.362,0.73,0.6876,0.3407
2025-08-14T12:15:00,1082.53,0.1455,1.1521,2.2842,0.8311,0.7385,0.3703
2025-08-14T12:20:00,1014.23,0.11668,1.1291,2.148,0.7436,0.6941,0.2976
2025-08-14T12:25:00,523.37,0.12619,1.1067,2.3684,0.711,0.7059,0.4069
2025-08-14T12:30:00,632.91,0.15018,1.0639,2.9311,1.2506,0.6763,0.2235
2025-08-14T12:35:00,877.58,0.15897,1.1272,2.5439,0.6981,0.7886,0.1946
2025-08-14T12:40:00,436.87,0.14847,0.9841,2.7593,1.0471,0.7029,0.2354
2025-08-14T12:45:00,1085.32,0.15028,1.0972,2.6155,0.7282,0.7907,0.2369
2025-08-14T12:50:00,883.51,0.14035,1.1365,2.2949,0.8171,0.68,0.0205
2025-08-14T12:55:00,847.99,0.142,1.1026,2.5375,0.754,0.6946,0.1144
2025-08-14T13:00:00,765.48,0.14247,1.156,2.2877,0.6882,0.6768,0.3815
2025-08-14T13:05:00,920.09,0.14907,1.0276,2.8663,1.0304,0.7671,0.2507
2025-08-14T13:10:00,1036.68,0.14363,1.1198,2.4008,0.742,0.695,0.1236
2025-08-14T13:15:00,1318.13,0.14597,1.0713,2.7136,0.7294,0.6608,0.2121
2025-08-14T13:20:00,1014.63,0.15425,1.0772,2.6321,0.9342,0.7933,0.1084
2025-08-14T13:25:00,875.64,0.159,1.0368,3.1255,0.9787,0.6915,0.1697
2025-08-14T13:30:00,567.53,0.1278,1.0028,2.5877,0.9917,0.5861,0.2881
2025-08-14T13:35:00,982.15,0.153,0.9963,2.8505,1.1107,0.5991,0.2393
2025-08-14T13:40:00,972.37,0.14108,1.0403,2.7708,0.7116,0.6291,0.0263
2025-08-14T13:45:00,954.66,0.16112,1.0522,3.0534,1.0183,0.7691,0.1385
2025-08-14T13:50:00,698.03,0.13436,0.9557,3.0508,1.1443,0.7027,0.2732
2025-08-14T13:55:00,671.28,0.14186,1.1436,2.329,0.6851,0.6871,0.0562
2025-08-14T14:00:00,692.56,0.1478,0.9891,2.7938,0.9697,0.6884,0.1725
2025-08-14T14:05:00,708.39,0.12913,1.1371,2.3349,0.6064,0.6435,0.2701
2025-08-14T14:10:00,724.64,0.15027,0.8979,2.9202,1.1603,0.6765,0.3055
2025-08-14T14:15:00,430.93,0.16051,1.108,2.7308,0.8077,0.657,0.2118
2025-08-14T14:20:00,667.08,0.13347,1.0187,2.7657,0.6908,0.7402,0.2503
2025-08-14T14:25:00,600.08,0.16462,1.0328,2.6987,0.7443,0.7198,0.257
2025-08-14T14:30:00,1097.14,0.11836,1.0902,2.0571,0.6055,0.6956,0.2322
2025-08-14T14:35:00,951.96,0.12384,0.9909,2.6012,0.8276,0.7444,0.238
2025-08-14T14:40:00,912.64,0.14852,1.0722,2.8576,1.1294,0.6908,0.1683
2025-08-14T14:45:00,700.26,0.13413,0.9776,2.9288,0.9853,0.6992,0.259
2025-08-14T14:50:00,1446.71,0.13481,0.945,2.8132,1.0832,0.7548,0.2412
2025-08-14T14:55:00,594.18,0.14209,0.9488,3.0638,1.0415,0.6658,0.2777
2025-08-14T15:00:00,996.44,0.1301,1.0063,2.5435,0.8037,0.7341,0.2658
2025-08-14T15:05:00,1149.71,0.14367,1.0091,2.9944,1.0748,0.7131,0.1345
2025-08-14T15:10:00,985.5,0.15635,0.9993,2.9984,1.1556,0.7205,0.1236
2025-08-14T15:15:00,570.86,0.15428,1.015,3.1704,1.0971,0.7096,0.195
2025-08-14T15:20:00,729.7,0.14391,0.9934,2.8802,0.8793,0.6254,0.1966
2025-08-14T15:25:00,1012.8,0.11338,0.9298,2.9898,1.1237,0.7009,0.1865
2025-08-14T15:30:00,682.25,0.12819,0.8672,2.9545,0.9778,0.6063,0.246
2025-08-14T15:35:00,898.76,0.14455,1.0456,2.8227,1.0939,0.6687,0.2602
2025-08-14T15:40:00,1006.59,0.12497,0.9192,3.0396,1.3578,0.779,0.0615
2025-08-14T15:45:00,1061.38,0.13806,0.9914,3.0359,1.0261,0.7229,0.2577
2025-08-14T15:50:00,937.52,0.1406,0.9664,3.043,1.1228,0.6905,0.0582
2025-08-14T15:55:00,1092.52,0.14167,0.9661,3.3685,0.9583,0.7089,0.0279
2025-08-14T16:00:00,583.98,0.13433,0.9892,2.883,1.2161,0.6163,0.2241
2025-08-14T16:05:00,712.13,0.12449,0.9902,2.5834,1.0,0.7586,0.2379
2025-08-14T16:10:00,745.46,0.12851,0.9574,2.7882,1.0668,0.6749,0.2152
2025-08-14T16:15:00,705.27,0.11221,0.8824,2.8122,1.0457,0.6763,0.1411
2025-08-14T16:20:00,832.66,0.12323,0.9684,2.6001,0.833,0.7304,0.1836
2025-08-14T16:25:00,588.97,0.12928,0.8992,3.1306,1.0755,0.6521,0.1784
2025-08-14T16:30:00,987.42,0.12547,0.9525,3.0687,0.9618,0.7676,0.3017
2025-08-14T16:35:00,916.28,0.10538,0.8648,2.8012,0.9616,0.6949,0.1691
2025-08-14T16:40:00,1298.13,0.11235,0.8711,2.7451,1.0899,0.8607,0.2592
2025-08-14T16:45:00,887.62,0.12199,0.8675,3.1033,1.1154,0.679,0.1959
2025-08-14T16:50:00,773.86,0.11909,0.8566,3.1401,1.1028,0.7523,0.2414
2025-08-14T16:55:00,915.11,0.10985,0.8671,2.9939,1.2062,0.8081,0.2333
2025-08-14T17:00:00,1251.03,0.11452,0.8982,2.6839,0.5686,0.7727,0.1777
2025-08-14T17:05:00,749.54,0.1088,0.8757,2.6916,0.9543,0.6719,0.0564
2025-08-14T17:10:00,928.98,0.10037,0.8606,3.0577,1.0594,0.7827,0.2006
2025-08-14T17:15:00,876.72,0.11609,0.9677,2.8393,1.05,0.7324,0.1574
2025-08-14T17:20:00,1101.36,0.12876,0.9662,2.5307,0.8625,0.7513,0.3555
2025-08-14T17:25:00,958.28,0.08962,0.8412,3.0761,1.0905,0.7117,0.1932
2025-08-14T17:30:00,1145.3,0.12063,0.8309,3.2978,1.3359,0.7157,0.2351
2025-08-14T17:35:00,1112.61,0.11073,0.9458,2.7249,0.9474,0.7295,0.1899
2025-08-14T17:40:00,672.33,0.10583,0.9172,2.6839,0.9713,0.7123,0.2093
2025-08-14T17:45:00,861.63,0.1188,0.9443,3.1772,1.1277,0.6544,0.2535
2025-08-14T17:50:00,1193.57,0.11877,0.8544,2.673,1.0495,0.6874,0.2251
2025-08-14T17:55:00,620.47,0.11398,0.8326,2.8881,0.9989,0.6303,0.3278
2025-08-14T18:00:00,1040.5,0.10287,0.8113,3.1793,1.3123,0.7074,0.1129
2025-08-14T18:05:00,1563.24,0.09027,0.9435,2.8061,0.9791,0.6839,0.059
2025-08-14T18:10:00,1003.52,0.10609,0.8887,2.7268,1.1212,0.6912,0.2704
2025-08-14T18:15:00,724.82,0.11213,0.9017,2.9025,0.9879,0.6062,0.1897
2025-08-14T18:20:00,1069.75,0.1083,0.8996,2.9605,1.1181,0.7132,0.1252
2025-08-14T18:25:00,816.28,0.10532,0.8544,2.8878,0.9546,0.6283,0.2301
2025-08-14T18:30:00,843.77,0.10651,0.9481,2.9326,1.0367,0.6507,0.1892
2025-08-14T18:35:00,895.15,0.10544,0.9723,2.8712,0.8493,0.7465,0.2429
2025-08-14T18:40:00,870.32,0.11176,0.808,3.3406,1.2667,0.7016,0.2939
2025-08-14T18:45:00,829.41,0.11002,0.9303,2.7715,0.9361,0.7128,0.1861
2025-08-14T18:50:00,1016.81,0.08979,0.9722,2.261,0.7233,0.6795,0.2218
2025-08-14T18:55:00,1136.7,0.11042,0.8515,3.0186,1.1825,0.7357,0.2701
2025-08-14T19:00:00,1153.5,0.08646,0.9158,2.4507,0.8489,0.7875,0.1805
2025-08-14T19:05:00,672.71,0.08874,1.1311,2.2972,0.9117,0.6313,0.3341
2025-08-14T19:10:00,752.42,0.10842,0.9754,2.6969,0.7392,0.6953,0.1347
2025-08-14T19:15:00,954.54,0.07774,0.9041,2.367,0.9163,0.7739,0.106
2025-08-14T19:20:00,794.56,0.07285,1.0238,2.499,0.8317,0.7334,0.2338
2025-08-14T19:25:00,775.7,0.12101,1.0771,2.6496,0.9053,0.6898,0.1972
2025-08-14T19:30:00,1260.93,0.0992,0.905,2.5673,0.8969,0.7804,0.2304
2025-08-14T19:35:00,661.61,0.08261,0.9272,2.6198,0.8282,0.6338,0.2688
2025-08-14T19:40:00,1038.33,0.12774,1.064,2.552,0.7843,0.6631,0.2996
2025-08-14T19:45:00,814.93,0.10877,0.9816,2.5743,1.0404,0.7192,0.158
2025-08-14T19:50:00,1045.48,0.11485,0.9901,2.6703,0.6619,0.7121,0.2352
2025-08-14T19:55:00,942.51,0.10901,1.0175,2.5263,1.0418,0.749,0.2698
2025-08-14T20:00:00,1212.85,0.10915,1.0469,2.545,0.7454,0.786,0.2026
2025-08-14T20:05:00,899.29,0.08565,0.9968,2.2403,0.8401,0.6651,0.4255
2025-08-14T20:10:00,581.56,0.08962,0.9555,2.1849,0.8108,0.7674,0.3039
2025-08-14T20:15:00,1209.82,0.10412,0.9487,2.5327,0.9716,0.7213,0.2064
2025-08-14T20:20:00,1072.29,0.10132,0.9563,2.6877,0.9661,0.7403,0
2025-08-14T20:25:00,711.89,0.11066,1.08,2.2381,0.6561,0.7111,0.2897
2025-08-14T20:30:00,526.41,0.10758,0.9588,2.7407,0.9457,0.6469,0.231
2025-08-14T20:35:00,795.32,0.13085,0.9707,2.9199,0.9396,0.6904,0.0954
2025-08-14T20:40:00,637.04,0.07855,1.0331,2.029,0.7688,0.7134,0.3221
2025-08-14T20:45:00,797.35,0.07014,1.0078,2.4269,0.7217,0.7154,0.2598
2025-08-14T20:50:00,545.6,0.093,0.9981,2.5051,0.9809,0.7491,0.3184
2025-08-14T20:55:00,965.52,0.09875,0.9866,2.71,1.0444,0.8016,0.2059
2025-08-14T21:00:00,797.46,0.08472,0.9923,2.3435,0.7367,0.7517,0.2194
2025-08-14T21:05:00,1264.8,0.09809,1.1347,2.1317,0.4873,0.7595,0.0079
2025-08-14T21:10:00,997.23,0.09312,1.0161,2.1501,0.9575,0.7385,0.1001
2025-08-14T21:15:00,624.52,0.10572,1.1395,2.5293,0.6943,0.6608,0.2206
2025-08-14T21:20:00,921.8,0.09489,1.0992,2.2362,0.6109,0.666,0.1186
2025-08-14T21:25:00,1528.3,0.10317,1.1469,2.1629,0.7205,0.7673,0.1704
2025-08-14T21:30:00,713.16,0.06786,1.0258,2.2962,0.6929,0.7914,0.0608
2025-08-14T21:35:00,901.38,0.09131,1.1529,2.0841,0.6683,0.7181,0.1166
2025-08-14T21:40:00,1155.07,0.10483,1.1077,2.3239,0.6134,0.6139,0.121
2025-08-14T21:45:00,810.18,0.07686,1.0703,2.1411,0.9167,0.7951,0.1267
2025-08-14T21:50:00,754.27,0.09354,1.2333,2.0388,0.5254,0.6231,0.1724
2025-08-14T21:55:00,1059.89,0.08203,1.0686,2.1614,0.6747,0.8319,0.3099
2025-08-14T22:00:00,999.03,0.07952,1.0659,1.9059,0.7308,0.7255,0.0684
2025-08-14T22:05:00,800.58,0.09057,1.0314,2.3343,0.7859,0.7286,0.1164
2025-08-14T22:10:00,884.12,0.1136,1.0509,2.5082,0.8765,0.7736,0.0303
2025-08-14T22:15:00,964.17,0.07566,1.0201,2.4318,0.8365,0.6623,0.2214
2025-08-14T22:20:00,883.29,0.10174,1.0576,2.1993,0.8633,0.7329,0.3539
2025-08-14T22:25:00,902.93,0.12202,1.1402,2.4857,0.8332,0.6414,0.1168
2025-08-14T22:30:00,1451.22,0.09616,1.2729,1.5792,0.4662,0.7391,0.2695
2025-08-14T22:35:00,1012.7,0.09271,1.1773,1.9303,0.6449,0.7343,0.049
2025-08-14T22:40:00,825.1,0.07259,1.1836,2.0754,0.7533,0.6761,0.2242
2025-08-14T22:45:00,1312.27,0.11065,1.1546,1.8894,0.569,0.7052,0.122
2025-08-14T22:50:00,968.84,0.07821,1.0515,2.0422,0.484,0.6778,0.203
2025-08-14T22:55:00,853.06,0.07013,1.1321,2.0394,0.6908,0.7358,0.2871
2025-08-14T23:00:00,821.77,0.09479,1.0737,2.3773,0.7428,0.6529,0.2851
2025-08-14T23:05:00,585.74,0.10424,1.1337,2.2019,0.7484,0.5481,0.3065
2025-08-14T23:10:00,780.17,0.0989,1.0808,2.3344,0.5166,0.6584,0.2446
2025-08-14T23:15:00,1158.92,0.10602,1.1563,1.9982,0.6264,0.676,0.052
2025-08-14T23:20:00,694.86,0.09137,1.0302,2.6614,1.0535,0.7006,0.1777
2025-08-14T23:25:00,918.83,0.12242,1.1005,2.5892,0.952,0.741,0.2718
2025-08-14T23:30:00,1152.79,0.10668,1.1288,2.3113,0.772,0.7117,0.2294
2025-08-14T23:35:00,789.81,0.11909,1.0653,2.7585,0.812,0.6881,0.2508
2025-08-14T23:40:00,1154.14,0.11811,1.1708,2.1569,0.5573,0.6739,0.2936
2025-08-14T23:45:00,861.29,0.10841,1.1161,2.3335,0.7991,0.7279,0.2669
2025-08-14T23:50:00,754.55,0.09441,1.0569,2.4614,0.8067,0.6889,0.2838
2025-08-14T23:55:00,692.75,0.11246,1.057,2.4354,0.6818,0.5893,0.0008
2025-08-15T00:00:00,648.63,0.11239,1.1368,2.0773,0.5014,0.6788,0.2311
2025-08-15T00:05:00,1078.27,0.10604,1.0665,2.1292,0.8194,0.7491,0.0719
2025-08-15T00:10:00,337.01,0.11616,0.994,2.7523,1.0102,0.6765,0.2384
2025-08-15T00:15:00,973.18,0.10795,1.0415,2.8839,0.9578,0.6998,0.1371
2025-08-15T00:20:00,1276.49,0.11913,1.003,2.7526,0.9322,0.6691,0.074
2025-08-15T00:25:00,592.02,0.1363,1.0501,2.7321,0.7472,0.6716,0.1963
