timestamp,symbol,pnl,equity
2025-08-16T00:45:00,MSFT,-2271.16,50308.44
2025-08-16T00:50:00,NVDA,-3837.43,46471.01
2025-08-16T00:55:00,JPM,-2803.39,43667.62
2025-08-16T01:00:00,XOM,-104.54,43563.08
2025-08-16T01:05:00,AAPL,-1554.78,42008.3
2025-08-16T01:10:00,MSFT,-3887.28,38121.02
2025-08-16T01:15:00,NVDA,-4841.08,33279.94
2025-08-16T01:20:00,JPM,-4829.45,28450.49
2025-08-16T01:25:00,XOM,-2437.76,26012.73
2025-08-16T01:30:00,AAPL,-103.64,25909.09
2025-08-16T01:35:00,MSFT,-3915.94,21993.15
2025-08-16T01:40:00,NVDA,-2605.78,19387.37
2025-08-16T01:45:00,JPM,-805.98,18581.39
2025-08-16T01:50:00,XOM,-2172.79,16408.6
2025-08-16T01:55:00,AAPL,-1418.97,14989.63
2025-08-16T02:00:00,MSFT,-2324.77,12664.86
2025-08-16T02:05:00,NVDA,-2342.47,10322.39
2025-08-16T02:10:00,JPM,-5774.63,4547.76
2025-08-16T02:15:00,XOM,-881.09,3666.67
2025-08-16T02:20:00,AAPL,-5232.6,-1565.93
2025-08-16T02:25:00,MSFT,-1407.28,-2973.21
2025-08-16T02:30:00,NVDA,-4737.62,-7710.83
2025-08-16T02:35:00,JPM,-2585.35,-10296.18
2025-08-16T02:40:00,XOM,-3344.51,-13640.69
2025-08-16T02:45:00,AAPL,-4099.78,-17740.47
2025-08-16T02:50:00,MSFT,-1858.6,-19599.07
2025-08-16T02:55:00,NVDA,-3035.59,-22634.66
2025-08-16T03:00:00,JPM,-699.2,-23333.86
2025-08-16T03:05:00,XOM,-3189.64,-26523.5
2025-08-16T03:10:00,AAPL,-2693.73,-29217.23
2025-08-16T03:15:00,MSFT,-2529.15,-31746.38
2025-08-16T03:20:00,NVDA,-3598.64,-35345.02
2025-08-16T03:25:00,JPM,-1142.72,-36487.74
2025-08-16T03:30:00,XOM,-3362.96,-39850.7
2025-08-16T03:35:00,AAPL,-5249.39,-45100.09
2025-08-16T03:40:00,MSFT,-1217.58,-46317.67
2025-08-16T03:45:00,NVDA,-3482.4,-49800.07
2025-08-16T03:50:00,JPM,-1788.95,-51589.02
2025-08-16T03:55:00,XOM,904.55,-50684.47
2025-08-16T04:00:00,AAPL,-1954.86,-52639.33
2025-08-16T04:05:00,MSFT,-2596.23,-55235.56
2025-08-16T04:10:00,NVDA,-5329.86,-60565.42
2025-08-16T04:15:00,JPM,-2017.39,-62582.81
2025-08-16T04:20:00,XOM,-2572.71,-65155.52
2025-08-16T04:25:00,AAPL,-1497.56,-66653.08
2025-08-16T04:30:00,MSFT,-1808.44,-68461.52
2025-08-16T04:35:00,NVDA,-2634.46,-71095.98
2025-08-16T04:40:00,JPM,-1722.56,-72818.54
2025-08-16T04:45:00,XOM,-2360.3,-75178.84
2025-08-16T04:50:00,AAPL,-528.32,-75707.16
2025-08-16T04:55:00,MSFT,-2449.93,-78157.09
2025-08-16T05:00:00,NVDA,-4016.87,-82173.96
2025-08-16T05:05:00,JPM,-4444.01,-86617.97
2025-08-16T05:10:00,XOM,-5013.52,-91631.49
2025-08-16T05:15:00,AAPL,-1521.28,-93152.77
2025-08-16T05:20:00,MSFT,-2396.96,-95549.73
2025-08-16T05:25:00,NVDA,-5365.62,-100915.35
2025-08-16T05:30:00,JPM,-4572.6,-105487.95
2025-08-16T05:35:00,XOM,-2602.08,-108090.03
2025-08-16T05:40:00,AAPL,116.98,-107973.05
2025-08-16T05:45:00,MSFT,-1043.48,-109016.53
2025-08-16T05:50:00,NVDA,-2676.46,-111692.99
2025-08-16T05:55:00,JPM,-3562.5,-115255.49
2025-08-16T06:00:00,XOM,-4186.66,-119442.15
2025-08-16T06:05:00,AAPL,-4577.66,-124019.81
2025-08-16T06:10:00,MSFT,-3066.96,-127086.77
2025-08-16T06:15:00,NVDA,-7318.56,-134405.33
2025-08-16T06:20:00,JPM,-1863.94,-136269.27
2025-08-16T06:25:00,XOM,-2017.23,-138286.5
2025-08-16T06:30:00,AAPL,-1505.26,-139791.76
2025-08-16T06:35:00,MSFT,-3377.56,-143169.32
2025-08-16T06:40:00,NVDA,-3156.46,-146325.78
2025-08-16T06:45:00,JPM,-3873.6,-150199.38
2025-08-16T06:50:00,XOM,-4839.01,-155038.39
2025-08-16T06:55:00,AAPL,-2782.4,-157820.79
2025-08-16T07:00:00,MSFT,-3694.96,-161515.75
2025-08-16T07:05:00,NVDA,-4568.33,-166084.08
2025-08-16T07:10:00,JPM,-1367.78,-167451.86
2025-08-16T07:15:00,XOM,-1184.23,-168636.09
2025-08-16T07:20:00,AAPL,-1356.35,-169992.44
2025-08-16T07:25:00,MSFT,-706.65,-170699.09
2025-08-16T07:30:00,NVDA,-3040.39,-173739.48
2025-08-16T07:35:00,JPM,-3163.46,-176902.94
2025-08-16T07:40:00,XOM,-2853.25,-179756.19
2025-08-16T07:45:00,AAPL,-3858.41,-183614.6
2025-08-16T07:50:00,MSFT,-3777.8,-187392.4
2025-08-16T07:55:00,NVDA,-1316.34,-188708.74
2025-08-16T08:00:00,JPM,-2418.4,-191127.14
2025-08-16T08:05:00,XOM,-2571.54,-193698.68
2025-08-16T08:10:00,AAPL,-3042.66,-196741.34
2025-08-16T08:15:00,MSFT,-4044.43,-200785.77
2025-08-16T08:20:00,NVDA,-4882.52,-205668.29
2025-08-16T08:25:00,JPM,-4934.86,-210603.15
2025-08-16T08:30:00,XOM,-2198.47,-212801.62
2025-08-16T08:35:00,AAPL,-3108.63,-215910.25
2025-08-16T08:40:00,MSFT,-6137.54,-222047.79
2025-08-16T08:45:00,NVDA,-6552.54,-228600.33
2025-08-16T08:50:00,JPM,-449.09,-229049.42
2025-08-16T08:55:00,XOM,-2061.1,-231110.52
2025-08-16T09:00:00,AAPL,-3549.63,-234660.15
2025-08-16T09:05:00,MSFT,-7114.53,-241774.68
2025-08-16T09:10:00,NVDA,1950.02,-239824.66
2025-08-16T09:15:00,JPM,-2160.26,-241984.92
2025-08-16T09:20:00,XOM,-3218.4,-245203.32
2025-08-16T09:25:00,AAPL,-6156.65,-251359.97
2025-08-16T09:30:00,MSFT,-1085.02,-252444.99
2025-08-16T09:35:00,NVDA,-2080.13,-254525.12
2025-08-16T09:40:00,JPM,-3751.65,-258276.77
2025-08-16T09:45:00,XOM,-2485.67,-260762.44
2025-08-16T09:50:00,AAPL,-3934.71,-264697.15
2025-08-16T09:55:00,MSFT,-3625.69,-268322.84
2025-08-16T10:00:00,NVDA,-4813.48,-273136.32
2025-08-16T10:05:00,JPM,-778.8,-273915.12
2025-08-16T10:10:00,XOM,-6358.36,-280273.48
2025-08-16T10:15:00,AAPL,-2500.88,-282774.36
2025-08-16T10:20:00,MSFT,-3951.71,-286726.07
2025-08-16T10:25:00,NVDA,-3374.47,-290100.54
2025-08-16T10:30:00,JPM,-1783.28,-291883.82
2025-08-16T10:35:00,XOM,-4759.11,-296642.93
2025-08-16T10:40:00,AAPL,-3632.44,-300275.37
2025-08-16T10:45:00,MSFT,-4282.43,-304557.8
2025-08-16T10:50:00,NVDA,-4160.53,-308718.33
2025-08-16T10:55:00,JPM,-2694.31,-311412.64
2025-08-16T11:00:00,XOM,-2798.65,-314211.29
2025-08-16T11:05:00,AAPL,-2615.79,-316827.08
2025-08-16T11:10:00,MSFT,-5987.81,-322814.89
2025-08-16T11:15:00,NVDA,286.29,-322528.6
2025-08-16T11:20:00,JPM,-4642.65,-327171.25
2025-08-16T11:25:00,XOM,-2954.47,-330125.72
2025-08-16T11:30:00,AAPL,-3613.33,-333739.05
2025-08-16T11:35:00,MSFT,-758.74,-334497.79
2025-08-16T11:40:00,NVDA,-5207.46,-339705.25
2025-08-16T11:45:00,JPM,-39.24,-339744.49
2025-08-16T11:50:00,XOM,-1017.49,-340761.98
2025-08-16T11:55:00,AAPL,-6594.17,-347356.15
2025-08-16T12:00:00,MSFT,-1673.41,-349029.56
2025-08-16T12:05:00,NVDA,-2381.27,-351410.83
2025-08-16T12:10:00,JPM,-1828.28,-353239.11
2025-08-16T12:15:00,XOM,-10.8,-353249.91
2025-08-16T12:20:00,AAPL,-2117.19,-355367.1
2025-08-16T12:25:00,MSFT,-1083.74,-356450.84
2025-08-16T12:30:00,NVDA,-5812.19,-362263.03
2025-08-16T12:35:00,JPM,-1627.56,-363890.59
2025-08-16T12:40:00,XOM,-3149.52,-367040.11
2025-08-16T12:45:00,AAPL,42.67,-366997.44
2025-08-16T12:50:00,MSFT,-2106.06,-369103.5
2025-08-16T12:55:00,NVDA,-3151.39,-372254.89
2025-08-16T13:00:00,JPM,-3675.52,-375930.41
2025-08-16T13:05:00,XOM,-1971.48,-377901.89
2025-08-16T13:10:00,AAPL,-451.11,-378353.0
2025-08-16T13:15:00,MSFT,-6924.54,-385277.54
2025-08-16T13:20:00,NVDA,3490.76,-381786.78
2025-08-16T13:25:00,JPM,-3504.11,-385290.89
2025-08-16T13:30:00,XOM,215.79,-385075.1
2025-08-16T13:35:00,AAPL,-3031.83,-388106.93
2025-08-16T13:40:00,MSFT,-1535.65,-389642.58
2025-08-16T13:45:00,NVDA,-3208.05,-392850.63
2025-08-16T13:50:00,JPM,-4144.63,-396995.26
2025-08-16T13:55:00,XOM,-2239.72,-399234.98
2025-08-16T14:00:00,AAPL,-3242.95,-402477.93
2025-08-16T14:05:00,MSFT,-3679.69,-406157.62
2025-08-16T14:10:00,NVDA,-428.3,-406585.92
2025-08-16T14:15:00,JPM,-4428.75,-411014.67
2025-08-16T14:20:00,XOM,-3730.18,-414744.85
2025-08-16T14:25:00,AAPL,-4630.41,-419375.26
2025-08-16T14:30:00,MSFT,-305.41,-419680.67
2025-08-16T14:35:00,NVDA,359.85,-419320.82
2025-08-16T14:40:00,JPM,-3019.47,-422340.29
2025-08-16T14:45:00,XOM,-1952.79,-424293.08
2025-08-16T14:50:00,AAPL,-6290.68,-430583.76
2025-08-16T14:55:00,MSFT,-2405.66,-432989.42
2025-08-16T15:00:00,NVDA,-565.13,-433554.55
2025-08-16T15:05:00,JPM,-6768.53,-440323.08
2025-08-16T15:10:00,XOM,-3959.38,-444282.46
2025-08-16T15:15:00,AAPL,-2103.32,-446385.78
2025-08-16T15:20:00,MSFT,-3069.47,-449455.25
2025-08-16T15:25:00,NVDA,-676.68,-450131.93
2025-08-16T15:30:00,JPM,-3088.45,-453220.38
2025-08-16T15:35:00,XOM,-1119.82,-454340.2
2025-08-16T15:40:00,AAPL,-3853.57,-458193.77
2025-08-16T15:45:00,MSFT,-4316.72,-462510.49
2025-08-16T15:50:00,NVDA,-570.58,-463081.07
2025-08-16T15:55:00,JPM,-2786.77,-465867.84
2025-08-16T16:00:00,XOM,-4452.72,-470320.56
2025-08-16T16:05:00,AAPL,-4399.87,-474720.43
2025-08-16T16:10:00,MSFT,-4143.33,-478863.76
2025-08-16T16:15:00,NVDA,-5824.61,-484688.37
2025-08-16T16:20:00,JPM,-4109.86,-488798.23
2025-08-16T16:25:00,XOM,-1950.55,-490748.78
2025-08-16T16:30:00,AAPL,-3988.95,-494737.73
2025-08-16T16:35:00,MSFT,-2575.09,-497312.82
2025-08-16T16:40:00,NVDA,-2249.79,-499562.61
2025-08-16T16:45:00,JPM,-3152.3,-502714.91
2025-08-16T16:50:00,XOM,-4184.31,-506899.22
2025-08-16T16:55:00,AAPL,-2684.68,-509583.9
2025-08-16T17:00:00,MSFT,-2304.36,-511888.26
2025-08-16T17:05:00,NVDA,-322.41,-512210.67
2025-08-16T17:10:00,JPM,-1882.19,-514092.86
2025-08-16T17:15:00,XOM,-3467.62,-517560.48
2025-08-16T17:20:00,AAPL,-4365.15,-521925.63
2025-08-16T17:25:00,MSFT,-2060.58,-523986.21
2025-08-16T17:30:00,NVDA,-2154.71,-526140.92
2025-08-16T17:35:00,JPM,-2815.75,-528956.67
2025-08-16T17:40:00,XOM,-5094.86,-534051.53
2025-08-16T17:45:00,AAPL,-2899.9,-536951.43
2025-08-16T17:50:00,MSFT,-3104.92,-540056.35
2025-08-16T17:55:00,NVDA,-1356.33,-541412.68
2025-08-16T18:00:00,JPM,-354.01,-541766.69
2025-08-16T18:05:00,XOM,-4809.94,-546576.63
2025-08-16T18:10:00,AAPL,401.8,-546174.83
2025-08-16T18:15:00,MSFT,-960.95,-547135.78
2025-08-16T18:20:00,NVDA,-3082.91,-550218.69
2025-08-16T18:25:00,JPM,-2136.12,-552354.81
2025-08-16T18:30:00,XOM,-782.1,-553136.91
2025-08-16T18:35:00,AAPL,-1890.79,-555027.7
2025-08-16T18:40:00,MSFT,-3961.66,-558989.36
2025-08-16T18:45:00,NVDA,-4197.31,-563186.67
2025-08-16T18:50:00,JPM,-1839.78,-565026.45
2025-08-16T18:55:00,XOM,-4065.56,-569092.01
2025-08-16T19:00:00,AAPL,-3877.82,-572969.83
2025-08-16T19:05:00,MSFT,-4486.73,-577456.56
2025-08-16T19:10:00,NVDA,606.0,-576850.56
2025-08-16T19:15:00,JPM,-749.42,-577599.98
2025-08-16T19:20:00,XOM,-1084.08,-578684.06
2025-08-16T19:25:00,AAPL,-3757.39,-582441.45
2025-08-16T19:30:00,MSFT,-3564.09,-586005.54
2025-08-16T19:35:00,NVDA,-2552.64,-588558.18
2025-08-16T19:40:00,JPM,-1247.14,-589805.32
2025-08-16T19:45:00,XOM,-1584.91,-591390.23
2025-08-16T19:50:00,AAPL,-3815.95,-595206.18
2025-08-16T19:55:00,MSFT,-4052.52,-599258.7
2025-08-16T20:00:00,NVDA,-4968.26,-604226.96
2025-08-16T20:05:00,JPM,-2379.22,-606606.18
2025-08-16T20:10:00,XOM,-4404.07,-611010.25
2025-08-16T20:15:00,AAPL,-1617.28,-612627.53
2025-08-16T20:20:00,MSFT,-1650.39,-614277.92
2025-08-16T20:25:00,NVDA,-2225.83,-616503.75
2025-08-16T20:30:00,JPM,-2319.22,-618822.97
2025-08-16T20:35:00,XOM,-2708.39,-621531.36
2025-08-16T20:40:00,AAPL,-4228.51,-625759.87
2025-08-16T20:45:00,MSFT,-494.4,-626254.27
2025-08-16T20:50:00,NVDA,-4714.67,-630968.94
2025-08-16T20:55:00,JPM,-1224.97,-632193.91
2025-08-16T21:00:00,XOM,1492.8,-630701.11
2025-08-16T21:05:00,AAPL,-698.34,-631399.45
2025-08-16T21:10:00,MSFT,-941.08,-632340.53
2025-08-16T21:15:00,NVDA,-3065.76,-635406.29
2025-08-16T21:20:00,JPM,620.63,-634785.66
2025-08-16T21:25:00,XOM,-4690.64,-639476.3
