timestamp,pnl,volatility,volume_ratio,spread_bps,slippage_bps,signal_strength,news_risk
2025-08-16T00:30:00,458.29,0.28406,0.5404,4.869,2.0692,0.2471,0.743
2025-08-16T00:35:00,247.93,0.26217,0.4827,5.0041,2.064,0.2313,0.9958
2025-08-16T00:40:00,247.28,0.27138,0.4711,5.4408,2.0181,0.2617,0.8414
2025-08-16T00:45:00,251.8,0.25174,0.4769,5.084,2.0452,0.2863,0.939
2025-08-16T00:50:00,119.18,0.25929,0.54,4.9667,2.269,0.2354,0.8922
2025-08-16T00:55:00,-20.85,0.29773,0.5247,4.8153,2.0539,0.2813,0.995
2025-08-16T01:00:00,275.23,0.27859,0.6478,4.5468,1.6929,0.3049,0.8037
2025-08-16T01:05:00,516.83,0.26571,0.5624,4.6341,1.5457,0.2733,0.9263
2025-08-16T01:10:00,294.27,0.24629,0.5215,4.608,1.9393,0.3291,0.8925
2025-08-16T01:15:00,796.26,0.28788,0.5132,5.3049,1.907,0.3179,0.8691
2025-08-16T01:20:00,533.99,0.25527,0.5607,4.9912,1.7864,0.3266,0.9728
2025-08-16T01:25:00,242.84,0.26115,0.6233,4.6987,1.7616,0.3171,0.8123
2025-08-16T01:30:00,380.19,0.25082,0.5644,4.744,1.9094,0.303,1.0048
2025-08-16T01:35:00,16.29,0.28128,0.577,4.9048,1.581,0.2089,1.0337
2025-08-16T01:40:00,302.3,0.2622,0.6205,4.8101,1.5565,0.1974,0.8821
2025-08-16T01:45:00,256.71,0.26882,0.6551,4.5337,1.6404,0.2404,0.9263
2025-08-16T01:50:00,883.43,0.26222,0.5365,4.8687,1.9184,0.3368,0.926
2025-08-16T01:55:00,50.38,0.25133,0.6206,4.6457,1.7949,0.2467,0.9131
2025-08-16T02:00:00,161.84,0.2671,0.5746,5.0318,1.8356,0.2849,0.7988
2025-08-16T02:05:00,340.2,0.27187,0.6224,4.6993,1.6337,0.2643,0.576
2025-08-16T02:10:00,-383.71,0.25691,0.6352,4.6552,1.7365,0.2088,0.6596
2025-08-16T02:15:00,581.46,0.24607,0.6113,4.6925,1.8185,0.3136,0.628
2025-08-16T02:20:00,87.18,0.23741,0.6306,4.8772,1.742,0.3383,0.7569
2025-08-16T02:25:00,484.6,0.25576,0.6473,4.6866,1.5615,0.2773,0.5466
2025-08-16T02:30:00,73.52,0.26799,0.5291,4.9394,1.8468,0.2223,0.6839
2025-08-16T02:35:00,156.39,0.25557,0.7387,4.2888,1.7625,0.277,0.6721
2025-08-16T02:40:00,-168.87,0.22684,0.6785,4.2598,1.5284,0.2061,0.7103
2025-08-16T02:45:00,-1.69,0.25574,0.5979,4.6621,1.8871,0.249,0.7972
2025-08-16T02:50:00,512.81,0.23578,0.6793,3.9522,1.4688,0.0897,0.8902
2025-08-16T02:55:00,-67.05,0.2678,0.6218,5.1641,2.0776,0.2194,0.6381
2025-08-16T03:00:00,354.58,0.25068,0.6619,4.208,1.6948,0.2521,0.7825
2025-08-16T03:05:00,292.46,0.25454,0.5832,4.639,1.845,0.27,0.7543
2025-08-16T03:10:00,531.45,0.2583,0.635,4.707,1.5918,0.3634,0.7987
2025-08-16T03:15:00,57.44,0.24768,0.6141,4.6013,1.8144,0.3067,0.79
2025-08-16T03:20:00,-37.15,0.24802,0.7366,4.3348,1.3795,0.1646,0.825
2025-08-16T03:25:00,132.64,0.23685,0.6578,4.5014,1.705,0.2078,0.5933
2025-08-16T03:30:00,130.13,0.26067,0.7045,4.7483,1.6829,0.2076,0.7852
2025-08-16T03:35:00,443.27,0.21516,0.6577,4.3703,1.6268,0.3016,0.6788
2025-08-16T03:40:00,544.4,0.25017,0.6418,4.4593,1.7162,0.1591,0.6671
2025-08-16T03:45:00,81.76,0.25035,0.7512,4.0585,1.5159,0.2429,0.8104
2025-08-16T03:50:00,139.02,0.24208,0.6224,4.5103,1.7921,0.2131,0.7404
2025-08-16T03:55:00,474.77,0.26888,0.8193,4.2725,1.7291,0.2338,0.6051
2025-08-16T04:00:00,563.61,0.24084,0.7591,3.8944,1.4338,0.2523,0.7914
2025-08-16T04:05:00,-14.66,0.24475,0.8059,3.8875,1.7005,0.2733,0.7314
2025-08-16T04:10:00,-34.0,0.26041,0.6569,4.8728,1.7161,0.2999,0.6277
2025-08-16T04:15:00,409.31,0.24451,0.738,4.5171,1.7672,0.365,0.8223
2025-08-16T04:20:00,356.75,0.2567,0.6965,4.3216,1.9373,0.3144,0.7905
2025-08-16T04:25:00,-12.95,0.21757,0.7418,4.0133,1.5733,0.1864,0.844
2025-08-16T04:30:00,89.69,0.23987,0.7031,4.3645,1.6703,0.2616,0.7911
2025-08-16T04:35:00,101.82,0.24158,0.723,4.4747,1.7996,0.2666,0.8248
2025-08-16T04:40:00,59.87,0.25933,0.6433,4.4687,1.8957,0.3502,0.7484
2025-08-16T04:45:00,397.7,0.25725,0.7434,4.3493,1.7408,0.2746,0.662
2025-08-16T04:50:00,399.59,0.23012,0.6812,4.3984,1.777,0.3544,0.6498
2025-08-16T04:55:00,-90.66,0.24871,0.7517,4.2537,1.7014,0.2384,0.818
2025-08-16T05:00:00,57.45,0.26335,0.8546,4.4827,1.7482,0.2663,0.7704
2025-08-16T05:05:00,232.03,0.25023,0.8509,4.0448,1.4072,0.2772,0.7689
2025-08-16T05:10:00,354.63,0.26199,0.7035,4.358,1.6358,0.2169,0.812
2025-08-16T05:15:00,254.33,0.21333,0.8174,3.7848,1.4205,0.3078,0.8586
2025-08-16T05:20:00,634.94,0.26122,0.762,4.2624,1.4137,0.2462,0.6416
2025-08-16T05:25:00,264.87,0.26136,0.682,4.6486,1.6708,0.3415,0.6493
2025-08-16T05:30:00,353.81,0.24612,0.7509,4.0611,1.5681,0.227,0.5791
2025-08-16T05:35:00,-65.97,0.25543,0.7183,4.6536,1.8199,0.2867,0.6668
2025-08-16T05:40:00,134.27,0.23521,0.7656,4.2002,1.4187,0.2606,0.8535
2025-08-16T05:45:00,-194.65,0.23489,0.7957,3.985,1.4959,0.2115,0.7136
2025-08-16T05:50:00,296.92,0.27017,0.879,4.0762,1.5253,0.2281,0.6663
2025-08-16T05:55:00,84.96,0.24471,0.724,4.264,1.8472,0.2835,0.7088
2025-08-16T06:00:00,179.67,0.2398,0.8232,3.9839,1.3853,0.2754,0.7632
2025-08-16T06:05:00,514.47,0.23715,0.8008,3.9682,1.6195,0.3553,0.7994
2025-08-16T06:10:00,241.63,0.22127,0.7945,3.9464,1.3218,0.252,0.7832
2025-08-16T06:15:00,99.29,0.26677,0.8664,4.1312,1.4427,0.1753,0.778
2025-08-16T06:20:00,212.37,0.24547,0.6939,4.5938,1.7397,0.2317,0.6915
2025-08-16T06:25:00,44.21,0.26356,0.7824,4.2043,1.6309,0.1796,0.7421
2025-08-16T06:30:00,25.61,0.24297,0.8546,4.2197,1.4141,0.3249,0.7478
2025-08-16T06:35:00,242.59,0.23964,0.7967,4.6941,1.6563,0.2599,0.6346
2025-08-16T06:40:00,93.13,0.24841,0.6783,4.2488,1.5122,0.2084,0.6872
2025-08-16T06:45:00,135.11,0.24681,0.7448,4.4511,1.6951,0.2375,0.7568
2025-08-16T06:50:00,-72.63,0.26727,0.7732,4.7057,1.6802,0.2723,0.785
2025-08-16T06:55:00,65.53,0.26423,0.6914,4.6004,1.718,0.2499,0.6985
2025-08-16T07:00:00,376.3,0.26424,0.7278,4.4539,1.6049,0.3084,0.6809
2025-08-16T07:05:00,204.72,0.24101,0.8511,3.9561,1.35,0.244,0.745
2025-08-16T07:10:00,232.86,0.27772,0.7261,4.6396,1.6918,0.2977,0.7122
2025-08-16T07:15:00,10.11,0.2626,0.7192,4.2445,1.5173,0.2479,0.6015
2025-08-16T07:20:00,145.96,0.27218,0.7662,4.5236,1.6773,0.2705,0.7353
2025-08-16T07:25:00,390.66,0.25942,0.7021,4.6344,1.7431,0.2938,0.6412
2025-08-16T07:30:00,498.18,0.25289,0.7826,4.2512,1.7163,0.2473,0.7001
2025-08-16T07:35:00,-264.97,0.27935,0.7263,4.5731,1.6364,0.3054,0.6266
2025-08-16T07:40:00,231.19,0.24807,0.7388,4.1944,1.4792,0.2754,0.7015
2025-08-16T07:45:00,-30.85,0.24609,0.8078,4.2676,1.4818,0.1954,0.771
2025-08-16T07:50:00,320.97,0.27341,0.8107,4.1826,1.5736,0.2962,0.6801
2025-08-16T07:55:00,172.57,0.26629,0.6434,4.8626,1.7902,0.2264,0.819
2025-08-16T08:00:00,442.49,0.25428,0.6969,4.358,1.6763,0.2652,0.8319
2025-08-16T08:05:00,232.77,0.2605,0.6637,4.4939,1.6933,0.2503,0.7199
2025-08-16T08:10:00,320.4,0.26719,0.7141,4.5361,1.7109,0.2628,0.6717
2025-08-16T08:15:00,165.66,0.25386,0.6206,4.6882,1.5136,0.2307,0.6036
2025-08-16T08:20:00,69.16,0.28692,0.7064,4.5049,1.746,0.2495,0.7006
2025-08-16T08:25:00,203.27,0.26058,0.6709,4.6504,1.8352,0.2676,0.5595
2025-08-16T08:30:00,140.98,0.28448,0.7278,4.646,1.7995,0.27,0.8036
2025-08-16T08:35:00,168.48,0.26477,0.7068,4.5424,1.7717,0.2519,0.6748
2025-08-16T08:40:00,125.75,0.28156,0.5561,4.7878,1.7767,0.1992,0.6326
2025-08-16T08:45:00,-58.33,0.28974,0.7136,4.7534,1.9254,0.1677,0.7182
2025-08-16T08:50:00,489.07,0.27682,0.6886,4.5606,1.783,0.2189,0.6266
2025-08-16T08:55:00,489.39,0.26017,0.7359,4.3661,1.3585,0.2567,0.8336
2025-08-16T09:00:00,173.64,0.28362,0.6914,4.3806,1.9188,0.246,0.6472
2025-08-16T09:05:00,182.49,0.27524,0.5896,4.767,1.9273,0.2448,0.7013
2025-08-16T09:10:00,-43.7,0.27469,0.5522,5.3475,2.1933,0.2199,0.5168
2025-08-16T09:15:00,46.87,0.27141,0.5455,4.9659,1.9816,0.3358,0.6978
2025-08-16T09:20:00,179.17,0.27928,0.5552,4.8455,1.7732,0.2784,0.8727
2025-08-16T09:25:00,317.99,0.25979,0.5225,4.5542,1.7637,0.3314,0.7394
2025-08-16T09:30:00,319.68,0.2804,0.5734,5.1666,2.0368,0.2782,0.8225
2025-08-16T09:35:00,335.33,0.27239,0.5376,5.0228,1.9923,0.2412,0.7597
2025-08-16T09:40:00,-229.49,0.29544,0.5415,5.1774,2.1455,0.2069,0.7204
2025-08-16T09:45:00,237.68,0.27887,0.651,4.8468,1.8022,0.2427,0.6643
2025-08-16T09:50:00,141.64,0.27832,0.6224,4.8015,1.6333,0.3001,0.507
2025-08-16T09:55:00,296.75,0.26171,0.5304,4.8721,2.0751,0.2768,0.8567
2025-08-16T10:00:00,230.83,0.29904,0.5901,4.9687,1.9262,0.2267,0.7552
2025-08-16T10:05:00,-108.73,0.27079,0.5482,4.9382,1.9158,0.2027,0.6728
2025-08-16T10:10:00,1.72,0.27752,0.5137,5.2365,1.9018,0.1852,0.8148
2025-08-16T10:15:00,-8.01,0.27576,0.6108,5.0156,1.8566,0.1775,0.733
2025-08-16T10:20:00,400.72,0.30029,0.4974,5.3868,1.9831,0.2536,0.5804
2025-08-16T10:25:00,-249.35,0.29159,0.5567,5.1948,1.8455,0.2124,0.725
2025-08-16T10:30:00,-296.97,0.31702,0.5929,5.4148,2.1164,0.16,0.6882
2025-08-16T10:35:00,232.49,0.29582,0.5714,5.4005,2.0038,0.2762,0.7672
2025-08-16T10:40:00,57.11,0.28248,0.6236,4.5255,1.6381,0.1915,0.7976
2025-08-16T10:45:00,232.48,0.27477,0.5811,4.6985,1.7788,0.292,0.7495
2025-08-16T10:50:00,82.09,0.28143,0.5828,5.3737,2.0664,0.2919,0.6912
2025-08-16T10:55:00,173.25,0.2863,0.4526,5.3528,2.1633,0.1536,0.7616
2025-08-16T11:00:00,-174.08,0.31289,0.5847,5.3177,2.0109,0.2595,0.6818
2025-08-16T11:05:00,312.58,0.28355,0.5175,5.1022,1.7769,0.2791,0.6805
2025-08-16T11:10:00,110.25,0.28331,0.4666,5.3495,1.9515,0.3407,0.6909
2025-08-16T11:15:00,287.54,0.2981,0.6098,4.8521,1.8737,0.2973,0.6728
2025-08-16T11:20:00,-69.43,0.28583,0.5406,5.1371,1.7052,0.2169,0.7246
2025-08-16T11:25:00,127.35,0.30315,0.6007,4.5449,1.7768,0.2706,0.7416
2025-08-16T11:30:00,157.27,0.2976,0.575,5.3588,2.0689,0.3285,0.7785
2025-08-16T11:35:00,473.67,0.3005,0.4507,5.1434,2.0237,0.2574,0.6486
2025-08-16T11:40:00,87.75,0.28678,0.4755,5.1107,1.9251,0.1705,0.6549
2025-08-16T11:45:00,272.03,0.29839,0.5259,5.2755,1.9066,0.2687,0.7916
2025-08-16T11:50:00,253.97,0.29758,0.6279,4.7873,1.6264,0.2216,0.7638
2025-08-16T11:55:00,-141.98,0.30306,0.5349,5.1778,2.0571,0.1998,0.5996
2025-08-16T12:00:00,284.11,0.29753,0.551,5.1601,1.9783,0.251,0.7628
2025-08-16T12:05:00,66.31,0.29842,0.5773,4.6137,1.6778,0.2534,0.6932
2025-08-16T12:10:00,-272.59,0.28562,0.6571,4.6687,1.7088,0.2315,0.6904
2025-08-16T12:15:00,384.33,0.28971,0.5073,5.1738,1.8935,0.3013,0.8295
2025-08-16T12:20:00,301.5,0.28978,0.6171,4.8983,1.7247,0.2042,0.6561
2025-08-16T12:25:00,399.49,0.30187,0.5485,5.3436,1.8927,0.2551,0.7497
2025-08-16T12:30:00,-1.48,0.30312,0.5687,4.9294,1.7777,0.1873,0.5811
2025-08-16T12:35:00,424.98,0.29002,0.5472,5.1554,2.0869,0.2185,0.7611
2025-08-16T12:40:00,245.57,0.29702,0.5576,5.2431,1.9043,0.2012,0.7386
2025-08-16T12:45:00,183.47,0.27138,0.6726,4.7937,1.721,0.2873,0.6859
2025-08-16T12:50:00,-140.67,0.28978,0.5837,5.0096,1.8802,0.2029,0.9029
2025-08-16T12:55:00,112.7,0.27293,0.6112,4.6285,2.013,0.2186,0.8879
2025-08-16T13:00:00,412.49,0.27989,0.6244,4.966,1.8034,0.3002,0.6038
2025-08-16T13:05:00,224.4,0.28265,0.6634,4.829,1.6718,0.2659,0.5717
2025-08-16T13:10:00,12.86,0.27315,0.591,4.7666,1.7734,0.288,0.6333
2025-08-16T13:15:00,173.98,0.29783,0.5845,5.1092,1.8395,0.1437,0.7696
2025-08-16T13:20:00,461.22,0.29076,0.6778,4.5668,1.5806,0.206,0.7602
2025-08-16T13:25:00,56.1,0.2916,0.6324,4.8905,1.9282,0.2555,0.6031
2025-08-16T13:30:00,-37.8,0.28732,0.5425,5.1931,1.9993,0.2164,0.6792
2025-08-16T13:35:00,-26.58,0.29011,0.5962,4.9174,1.6325,0.2033,0.5443
2025-08-16T13:40:00,-26.21,0.28993,0.5885,4.8139,1.9435,0.2661,0.7741
2025-08-16T13:45:00,324.83,0.27812,0.5219,4.876,1.9921,0.2591,0.687
2025-08-16T13:50:00,-128.99,0.31237,0.7112,4.5687,1.7487,0.1916,0.7317
2025-08-16T13:55:00,138.0,0.29783,0.7037,4.6687,1.7178,0.2185,0.6948
2025-08-16T14:00:00,-344.95,0.28602,0.6707,4.6006,1.8377,0.2167,0.745
2025-08-16T14:05:00,308.69,0.28411,0.5894,4.5627,1.9096,0.1993,0.5753
2025-08-16T14:10:00,-67.38,0.2749,0.6589,4.5809,1.6764,0.322,0.7308
2025-08-16T14:15:00,135.38,0.28942,0.7499,4.9853,1.8082,0.2158,0.7878
2025-08-16T14:20:00,417.18,0.26834,0.6149,4.6588,1.7635,0.2612,0.7795
2025-08-16T14:25:00,460.8,0.29299,0.7135,4.7601,1.5771,0.2507,0.6005
2025-08-16T14:30:00,-80.0,0.27464,0.7166,4.4944,1.5562,0.2684,0.5709
2025-08-16T14:35:00,90.82,0.26187,0.7413,4.8268,1.7887,0.2941,0.7327
2025-08-16T14:40:00,323.68,0.27341,0.7035,4.6039,1.9174,0.3595,0.7764
2025-08-16T14:45:00,110.76,0.28073,0.7637,4.3317,1.6488,0.2173,0.7796
2025-08-16T14:50:00,-24.43,0.25835,0.694,4.5982,1.6389,0.2212,0.7931
2025-08-16T14:55:00,-137.59,0.27232,0.7511,4.2307,1.3322,0.2788,0.72
2025-08-16T15:00:00,412.76,0.28259,0.7279,4.4339,1.756,0.2647,0.6695
2025-08-16T15:05:00,318.47,0.28763,0.7716,4.3968,1.3598,0.2488,0.7031
2025-08-16T15:10:00,94.29,0.29413,0.7427,4.5049,1.5699,0.2728,0.6683
2025-08-16T15:15:00,315.59,0.28125,0.792,4.3061,1.5391,0.175,0.7866
2025-08-16T15:20:00,43.6,0.26667,0.7485,4.6245,1.695,0.223,0.6492
2025-08-16T15:25:00,22.65,0.28191,0.7429,4.6113,1.6104,0.2126,0.6903
2025-08-16T15:30:00,404.9,0.26834,0.8072,3.9552,1.3034,0.2562,0.7544
2025-08-16T15:35:00,74.79,0.26768,0.6897,4.6704,1.9049,0.2609,0.8009
2025-08-16T15:40:00,301.81,0.28149,0.6402,5.1035,1.8286,0.2767,0.8793
2025-08-16T15:45:00,407.35,0.24444,0.6593,4.4557,1.5341,0.3074,0.6748
2025-08-16T15:50:00,417.45,0.2694,0.8402,4.6314,1.6914,0.2774,0.7653
2025-08-16T15:55:00,553.57,0.27556,0.7635,4.3813,1.6248,0.3457,0.7827
2025-08-16T16:00:00,-189.06,0.2968,0.6984,4.4898,1.7539,0.1757,0.7713
2025-08-16T16:05:00,337.8,0.28003,0.7701,4.4599,1.4965,0.1945,0.7413
2025-08-16T16:10:00,183.14,0.28139,0.809,4.17,1.4002,0.3097,0.6746
