timestamp,pnl,equity,expected_pnl,implementation_shortfall
2025-08-15T18:35:00,906.99,355678.6,872.93,-34.06
2025-08-15T18:40:00,559.51,356238.11,886.19,326.68
2025-08-15T18:45:00,1267.24,357505.35,871.9,-395.34
2025-08-15T18:50:00,917.55,358422.9,874.99,-42.56
2025-08-15T18:55:00,1025.13,359448.03,878.41,-146.72
2025-08-15T19:00:00,864.79,360312.82,864.51,-0.28
2025-08-15T19:05:00,927.16,361239.98,861.76,-65.4
2025-08-15T19:10:00,665.52,361905.5,869.87,204.35
2025-08-15T19:15:00,1435.32,363340.83,882.69,-552.63
2025-08-15T19:20:00,1103.72,364444.55,874.44,-229.29
2025-08-15T19:25:00,404.42,364848.97,872.74,468.32
2025-08-15T19:30:00,814.64,365663.61,864.95,50.31
2025-08-15T19:35:00,774.62,366438.23,871.14,96.52
2025-08-15T19:40:00,862.31,367300.55,868.83,6.51
2025-08-15T19:45:00,940.71,368241.25,858.98,-81.73
2025-08-15T19:50:00,970.58,369211.84,879.2,-91.38
2025-08-15T19:55:00,639.05,369850.89,851.36,212.3
2025-08-15T20:00:00,1157.65,371008.55,869.96,-287.69
2025-08-15T20:05:00,526.98,371535.53,879.24,352.26
2025-08-15T20:10:00,751.59,372287.12,863.59,112.0
2025-08-15T20:15:00,982.72,373269.84,867.73,-114.99
2025-08-15T20:20:00,807.86,374077.7,871.04,63.18
2025-08-15T20:25:00,919.57,374997.27,866.87,-52.69
2025-08-15T20:30:00,1106.86,376104.13,861.79,-245.07
2025-08-15T20:35:00,720.25,376824.38,869.37,149.12
2025-08-15T20:40:00,956.85,377781.23,869.28,-87.57
2025-08-15T20:45:00,1129.99,378911.22,862.56,-267.43
2025-08-15T20:50:00,688.32,379599.54,867.58,179.27
2025-08-15T20:55:00,1045.21,380644.75,871.43,-173.78
2025-08-15T21:00:00,457.01,381101.76,874.82,417.8
2025-08-15T21:05:00,541.46,381643.23,870.1,328.64
2025-08-15T21:10:00,794.57,382437.8,866.88,72.3
2025-08-15T21:15:00,1125.41,383563.21,855.51,-269.9
2025-08-15T21:20:00,-10.66,383552.54,754.45,765.11
2025-08-15T21:25:00,-124.15,383428.4,760.39,884.54
2025-08-15T21:30:00,-56.51,383371.89,754.89,811.39
2025-08-15T21:35:00,-87.18,383284.71,764.39,851.57
2025-08-15T21:40:00,153.0,383437.71,739.82,586.81
2025-08-15T21:45:00,382.86,383820.57,758.87,376.0
2025-08-15T21:50:00,-35.07,383785.5,747.69,782.76
2025-08-15T21:55:00,186.87,383972.38,766.91,580.03
2025-08-15T22:00:00,842.56,384814.94,766.8,-75.76
2025-08-15T22:05:00,505.7,385320.64,780.58,274.88
2025-08-15T22:10:00,-11.14,385309.5,762.57,773.71
2025-08-15T22:15:00,147.14,385456.64,757.68,610.55
2025-08-15T22:20:00,727.26,386183.89,775.0,47.74
2025-08-15T22:25:00,14.64,386198.53,767.98,753.34
2025-08-15T22:30:00,1.04,386199.57,753.48,752.44
2025-08-15T22:35:00,241.68,386441.25,776.04,534.36
2025-08-15T22:40:00,-23.81,386417.44,767.29,791.1
2025-08-15T22:45:00,-173.44,386244.0,762.43,935.87
2025-08-15T22:50:00,-0.11,386243.89,750.68,750.79
2025-08-15T22:55:00,382.44,386626.33,757.5,375.05
2025-08-15T23:00:00,249.66,386875.99,769.76,520.1
2025-08-15T23:05:00,297.54,387173.54,774.05,476.51
2025-08-15T23:10:00,46.83,387220.37,772.2,725.37
2025-08-15T23:15:00,471.01,387691.38,758.81,287.8
2025-08-15T23:20:00,281.72,387973.1,776.15,494.43
2025-08-15T23:25:00,72.43,388045.53,765.65,693.22
2025-08-15T23:30:00,32.89,388078.41,752.86,719.98
2025-08-15T23:35:00,262.14,388340.55,766.02,503.88
2025-08-15T23:40:00,393.15,388733.71,771.15,378.0
2025-08-15T23:45:00,133.4,388867.11,745.88,612.47
2025-08-15T23:50:00,-359.05,388508.05,758.87,1117.92
2025-08-15T23:55:00,-73.15,388434.9,777.2,850.35
2025-08-16T00:00:00,128.37,388563.28,764.43,636.05
2025-08-16T00:05:00,137.26,388700.53,762.32,625.06
2025-08-16T00:10:00,96.51,388797.05,779.02,682.51
2025-08-16T00:15:00,306.3,389103.35,779.14,472.84
2025-08-16T00:20:00,395.47,389498.82,775.44,379.97
2025-08-16T00:25:00,254.09,389752.91,757.89,503.8
2025-08-16T00:30:00,458.29,390211.2,764.14,305.85
2025-08-16T00:35:00,247.93,390459.13,780.38,532.45
2025-08-16T00:40:00,247.28,390706.41,773.55,526.26
2025-08-16T00:45:00,251.8,390958.22,788.11,536.3
2025-08-16T00:50:00,119.18,391077.4,782.51,663.33
2025-08-16T00:55:00,-20.85,391056.55,754.01,774.86
2025-08-16T01:00:00,275.23,391331.77,768.2,492.97
2025-08-16T01:05:00,516.83,391848.6,777.75,260.92
2025-08-16T01:10:00,294.27,392142.87,792.15,497.88
2025-08-16T01:15:00,796.26,392939.12,761.31,-34.95
2025-08-16T01:20:00,533.99,393473.11,785.49,251.5
2025-08-16T01:25:00,242.84,393715.95,781.13,538.29
2025-08-16T01:30:00,380.19,394096.14,788.79,408.6
2025-08-16T01:35:00,16.29,394112.43,766.21,749.92
2025-08-16T01:40:00,302.3,394414.72,780.35,478.05
2025-08-16T01:45:00,256.71,394671.43,775.44,518.73
2025-08-16T01:50:00,883.43,395554.86,780.34,-103.09
2025-08-16T01:55:00,50.38,395605.24,788.41,738.03
2025-08-16T02:00:00,161.84,395767.08,776.72,614.88
2025-08-16T02:05:00,340.2,396107.28,773.18,432.98
2025-08-16T02:10:00,-383.71,395723.57,784.28,1167.99
2025-08-16T02:15:00,581.46,396305.02,792.31,210.86
2025-08-16T02:20:00,87.18,396392.2,798.74,711.56
2025-08-16T02:25:00,484.6,396876.8,785.13,300.53
2025-08-16T02:30:00,73.52,396950.31,776.06,702.54
2025-08-16T02:35:00,156.39,397106.7,785.27,628.89
2025-08-16T02:40:00,-168.87,396937.83,806.58,975.45
2025-08-16T02:45:00,-1.69,396936.14,785.14,786.83
2025-08-16T02:50:00,512.81,397448.94,799.95,287.14
2025-08-16T02:55:00,-67.05,397381.89,776.2,843.25
2025-08-16T03:00:00,354.58,397736.48,788.9,434.31
2025-08-16T03:05:00,292.46,398028.94,786.04,493.58
2025-08-16T03:10:00,531.45,398560.39,783.24,251.79
2025-08-16T03:15:00,57.44,398617.83,791.12,733.68
2025-08-16T03:20:00,-37.15,398580.68,790.87,828.02
2025-08-16T03:25:00,132.64,398713.32,799.15,666.51
2025-08-16T03:30:00,130.13,398843.45,781.49,651.35
2025-08-16T03:35:00,443.27,399286.72,815.24,371.97
2025-08-16T03:40:00,544.4,399831.12,789.28,244.87
2025-08-16T03:45:00,81.76,399912.88,789.14,707.38
2025-08-16T03:50:00,139.02,400051.9,795.28,656.25
2025-08-16T03:55:00,474.77,400526.68,775.4,300.62
2025-08-16T04:00:00,563.61,401090.29,796.2,232.58
2025-08-16T04:05:00,-14.66,401075.63,793.29,807.96
2025-08-16T04:10:00,-34.0,401041.63,781.68,815.68
2025-08-16T04:15:00,409.31,401450.94,793.47,384.16
2025-08-16T04:20:00,356.75,401807.68,784.43,427.69
2025-08-16T04:25:00,-12.95,401794.73,813.45,826.41
2025-08-16T04:30:00,89.69,401884.42,796.92,707.23
2025-08-16T04:35:00,101.82,401986.24,795.64,693.82
2025-08-16T04:40:00,59.87,402046.11,782.48,722.61
2025-08-16T04:45:00,397.7,402443.82,784.03,386.32
2025-08-16T04:50:00,399.59,402843.41,804.14,404.55
2025-08-16T04:55:00,-90.66,402752.75,790.36,881.02
2025-08-16T05:00:00,57.45,402810.2,779.5,722.04
2025-08-16T05:05:00,232.03,403042.23,789.23,557.19
2025-08-16T05:10:00,354.63,403396.86,780.51,425.88
2025-08-16T05:15:00,254.33,403651.19,816.59,562.26
2025-08-16T05:20:00,634.94,404286.13,781.08,146.14
2025-08-16T05:25:00,264.87,404551.0,780.98,516.11
2025-08-16T05:30:00,353.81,404904.81,792.28,438.47
2025-08-16T05:35:00,-65.97,404838.84,785.37,851.34
2025-08-16T05:40:00,134.27,404973.11,800.37,666.1
2025-08-16T05:45:00,-194.65,404778.47,800.61,995.25
2025-08-16T05:50:00,296.92,405075.39,774.44,477.52
2025-08-16T05:55:00,84.96,405160.35,793.32,708.37
2025-08-16T06:00:00,179.67,405340.02,796.96,617.29
2025-08-16T06:05:00,514.47,405854.49,798.93,284.46
2025-08-16T06:10:00,241.63,406096.12,810.7,569.07
2025-08-16T06:15:00,99.29,406195.41,776.96,677.67
2025-08-16T06:20:00,212.37,406407.78,792.76,580.38
2025-08-16T06:25:00,44.21,406451.99,779.35,735.14
2025-08-16T06:30:00,25.61,406477.6,794.61,769.01
2025-08-16T06:35:00,242.59,406720.18,797.09,554.5
2025-08-16T06:40:00,93.13,406813.31,790.58,697.45
2025-08-16T06:45:00,135.11,406948.42,791.76,656.66
2025-08-16T06:50:00,-72.63,406875.79,776.6,849.23
2025-08-16T06:55:00,65.53,406941.32,778.85,713.32
2025-08-16T07:00:00,376.3,407317.62,778.84,402.54
2025-08-16T07:05:00,204.72,407522.34,796.07,591.35
2025-08-16T07:10:00,232.86,407755.2,768.84,535.98
2025-08-16T07:15:00,10.11,407765.31,780.06,769.94
2025-08-16T07:20:00,145.96,407911.27,772.95,626.99
2025-08-16T07:25:00,390.66,408301.92,782.41,391.76
2025-08-16T07:30:00,498.18,408800.1,787.26,289.08
2025-08-16T07:35:00,-264.97,408535.13,767.63,1032.6
2025-08-16T07:40:00,231.19,408766.32,790.83,559.64
2025-08-16T07:45:00,-30.85,408735.46,792.3,823.16
2025-08-16T07:50:00,320.97,409056.43,772.04,451.07
2025-08-16T07:55:00,172.57,409229.0,777.32,604.75
2025-08-16T08:00:00,442.49,409671.49,786.22,343.73
2025-08-16T08:05:00,232.77,409904.26,781.62,548.84
2025-08-16T08:10:00,320.4,410224.66,776.65,456.25
2025-08-16T08:15:00,165.66,410390.32,786.54,620.88
2025-08-16T08:20:00,69.16,410459.47,762.02,692.86
2025-08-16T08:25:00,203.27,410662.74,781.56,578.29
2025-08-16T08:30:00,140.98,410803.72,763.83,622.85
2025-08-16T08:35:00,168.48,410972.2,778.45,609.96
2025-08-16T08:40:00,125.75,411097.96,765.99,640.24
2025-08-16T08:45:00,-58.33,411039.62,759.93,818.26
2025-08-16T08:50:00,489.07,411528.69,769.51,280.43
2025-08-16T08:55:00,489.39,412018.09,781.86,292.47
2025-08-16T09:00:00,173.64,412191.73,764.47,590.83
2025-08-16T09:05:00,182.49,412374.22,770.68,588.19
2025-08-16T09:10:00,-43.7,412330.52,771.09,814.79
2025-08-16T09:15:00,46.87,412377.39,773.52,726.65
2025-08-16T09:20:00,179.17,412556.56,767.69,588.52
2025-08-16T09:25:00,317.99,412874.55,782.14,464.15
2025-08-16T09:30:00,319.68,413194.23,766.86,447.18
2025-08-16T09:35:00,335.33,413529.56,772.79,437.46
2025-08-16T09:40:00,-229.49,413300.07,755.7,985.19
2025-08-16T09:45:00,237.68,413537.75,767.99,530.31
2025-08-16T09:50:00,141.64,413679.39,768.4,626.76
2025-08-16T09:55:00,296.75,413976.13,780.72,483.97
2025-08-16T10:00:00,230.83,414206.97,753.03,522.2
2025-08-16T10:05:00,-108.73,414098.24,773.98,882.71
2025-08-16T10:10:00,1.72,414099.95,768.99,767.27
2025-08-16T10:15:00,-8.01,414091.94,770.29,778.3
2025-08-16T10:20:00,400.72,414492.66,752.1,351.39
2025-08-16T10:25:00,-249.35,414243.31,758.56,1007.91
2025-08-16T10:30:00,-296.97,413946.34,739.7,1036.66
2025-08-16T10:35:00,232.49,414178.84,755.42,522.93
2025-08-16T10:40:00,57.11,414235.95,765.31,708.2
2025-08-16T10:45:00,232.48,414468.43,771.03,538.55
2025-08-16T10:50:00,82.09,414550.52,766.09,684.0
2025-08-16T10:55:00,173.25,414723.77,762.48,589.23
2025-08-16T11:00:00,-174.08,414549.7,742.76,916.84
2025-08-16T11:05:00,312.58,414862.28,764.52,451.94
2025-08-16T11:10:00,110.25,414972.53,764.7,654.45
2025-08-16T11:15:00,287.54,415260.08,753.73,466.19
2025-08-16T11:20:00,-69.43,415190.65,762.83,832.26
2025-08-16T11:25:00,127.35,415318.0,749.98,622.63
2025-08-16T11:30:00,157.27,415475.27,754.1,596.82
2025-08-16T11:35:00,473.67,415948.94,751.95,278.28
2025-08-16T11:40:00,87.75,416036.69,762.12,674.38
2025-08-16T11:45:00,272.03,416308.72,753.51,481.48
2025-08-16T11:50:00,253.97,416562.69,754.12,500.15
2025-08-16T11:55:00,-141.98,416420.71,750.05,892.03
2025-08-16T12:00:00,284.11,416704.82,754.15,470.04
2025-08-16T12:05:00,66.31,416771.13,753.5,687.19
2025-08-16T12:10:00,-272.59,416498.54,762.98,1035.58
2025-08-16T12:15:00,384.33,416882.86,759.95,375.63
2025-08-16T12:20:00,301.5,417184.37,759.9,458.39
2025-08-16T12:25:00,399.49,417583.86,750.93,351.44
2025-08-16T12:30:00,-1.48,417582.39,750.0,751.48
2025-08-16T12:35:00,424.98,418007.37,759.72,334.74
2025-08-16T12:40:00,245.57,418252.94,754.53,508.96
2025-08-16T12:45:00,183.47,418436.41,773.55,590.07
2025-08-16T12:50:00,-140.67,418295.74,759.9,900.57
2025-08-16T12:55:00,112.7,418408.44,772.39,659.7
2025-08-16T13:00:00,412.49,418820.93,767.24,354.75
2025-08-16T13:05:00,224.4,419045.33,765.19,540.79
2025-08-16T13:10:00,12.86,419058.19,772.23,759.38
2025-08-16T13:15:00,173.98,419232.17,753.93,579.95
2025-08-16T13:20:00,461.22,419693.39,759.18,297.96
2025-08-16T13:25:00,56.1,419749.48,758.55,702.45
2025-08-16T13:30:00,-37.8,419711.69,761.72,799.52
2025-08-16T13:35:00,-26.58,419685.1,759.66,786.24
2025-08-16T13:40:00,-26.21,419658.89,759.79,785.99
2025-08-16T13:45:00,324.83,419983.73,768.55,443.71
2025-08-16T13:50:00,-128.99,419854.74,743.14,872.14
2025-08-16T13:55:00,138.0,419992.74,753.93,615.93
2025-08-16T14:00:00,-344.95,419647.78,762.69,1107.64
2025-08-16T14:05:00,308.69,419956.48,764.11,455.41
2025-08-16T14:10:00,-67.38,419889.09,770.93,838.32
2025-08-16T14:15:00,135.38,420024.48,760.17,624.78
2025-08-16T14:20:00,417.18,420441.66,775.8,358.62
2025-08-16T14:25:00,460.8,420902.46,757.52,296.72
2025-08-16T14:30:00,-80.0,420822.47,771.13,851.12
2025-08-16T14:35:00,90.82,420913.28,780.6,689.78
2025-08-16T14:40:00,323.68,421236.97,772.04,448.35
2025-08-16T14:45:00,110.76,421347.72,766.61,655.85
2025-08-16T14:50:00,-24.43,421323.29,783.21,807.64
2025-08-16T14:55:00,-137.59,421185.7,772.84,910.44
2025-08-16T15:00:00,412.76,421598.46,765.23,352.47
2025-08-16T15:05:00,318.47,421916.93,761.49,443.03
2025-08-16T15:10:00,94.29,422011.22,756.67,662.38
2025-08-16T15:15:00,315.59,422326.81,766.22,450.63
2025-08-16T15:20:00,43.6,422370.41,777.04,733.45
2025-08-16T15:25:00,22.65,422393.06,765.73,743.08
2025-08-16T15:30:00,404.9,422797.96,775.8,370.9
2025-08-16T15:35:00,74.79,422872.75,776.29,701.5
2025-08-16T15:40:00,301.81,423174.56,766.05,464.24
2025-08-16T15:45:00,407.35,423581.91,793.52,386.18
2025-08-16T15:50:00,417.45,423999.36,775.02,357.56
2025-08-16T15:55:00,553.57,424552.93,770.45,216.88
2025-08-16T16:00:00,-189.06,424363.87,754.69,943.76
2025-08-16T16:05:00,337.8,424701.66,767.13,429.33
2025-08-16T16:10:00,183.14,424884.8,766.12,582.98
2025-08-16T16:15:00,50.25,424935.05,767.07,716.82
2025-08-16T16:20:00,257.55,425192.61,764.98,507.43
2025-08-16T16:25:00,-21.05,425171.55,767.67,788.73
2025-08-16T16:30:00,294.95,425466.51,763.97,469.02
2025-08-16T16:35:00,-432.24,425034.26,776.46,1208.7
2025-08-16T16:40:00,198.21,425232.47,775.43,577.22
2025-08-16T16:45:00,504.42,425736.89,786.58,282.16
2025-08-16T16:50:00,-116.62,425620.27,776.14,892.76
2025-08-16T16:55:00,167.39,425787.67,780.77,613.38
2025-08-16T17:00:00,160.32,425947.99,773.17,612.85
2025-08-16T17:05:00,441.93,426389.92,771.66,329.73
2025-08-16T17:10:00,337.3,426727.23,771.3,433.99
2025-08-16T17:15:00,240.87,426968.09,777.61,536.75
2025-08-16T17:20:00,-214.83,426753.26,788.03,1002.86
2025-08-16T17:25:00,267.22,427020.48,787.44,520.22
2025-08-16T17:30:00,224.74,427245.22,790.39,565.66
2025-08-16T17:35:00,182.38,427427.6,774.62,592.25
2025-08-16T17:40:00,375.58,427803.18,775.61,400.03
2025-08-16T17:45:00,176.25,427979.43,784.13,607.88
2025-08-16T17:50:00,120.06,428099.49,771.82,651.76
2025-08-16T17:55:00,52.03,428151.52,778.21,726.18
2025-08-16T18:00:00,-182.66,427968.86,796.9,979.57
2025-08-16T18:05:00,408.06,428376.91,791.75,383.7
2025-08-16T18:10:00,289.12,428666.04,777.88,488.76
2025-08-16T18:15:00,233.14,428899.18,782.33,549.19
2025-08-16T18:20:00,524.57,429423.75,791.91,267.33
2025-08-16T18:25:00,175.29,429599.05,778.39,603.09
2025-08-16T18:30:00,-144.49,429454.56,789.32,933.81
2025-08-16T18:35:00,173.01,429627.57,777.25,604.24
2025-08-16T18:40:00,405.01,430032.58,793.76,388.75
2025-08-16T18:45:00,186.31,430218.89,786.75,600.44
2025-08-16T18:50:00,459.74,430678.63,786.54,326.8
2025-08-16T18:55:00,312.56,430991.2,795.76,483.2
2025-08-16T19:00:00,67.67,431058.87,800.54,732.87
2025-08-16T19:05:00,629.76,431688.64,795.82,166.05
2025-08-16T19:10:00,272.02,431960.65,778.97,506.95
2025-08-16T19:15:00,301.69,432262.35,777.62,475.93
2025-08-16T19:20:00,-197.29,432065.06,801.03,998.32
2025-08-16T19:25:00,187.3,432252.36,782.21,594.92
2025-08-16T19:30:00,30.76,432283.12,796.09,765.33
2025-08-16T19:35:00,229.8,432512.92,795.69,565.89
2025-08-16T19:40:00,305.02,432817.94,791.21,486.19
2025-08-16T19:45:00,-169.86,432648.08,797.45,967.31
2025-08-16T19:50:00,219.44,432867.52,798.31,578.87
2025-08-16T19:55:00,156.41,433023.93,803.66,647.25
2025-08-16T20:00:00,-138.5,432885.43,807.82,946.32
2025-08-16T20:05:00,505.78,433391.22,806.71,300.92
2025-08-16T20:10:00,63.71,433454.93,805.77,742.06
2025-08-16T20:15:00,160.18,433615.11,793.69,633.51
2025-08-16T20:20:00,411.43,434026.53,795.7,384.28
2025-08-16T20:25:00,195.44,434221.98,779.41,583.96
2025-08-16T20:30:00,134.49,434356.47,786.22,651.72
2025-08-16T20:35:00,83.07,434439.54,795.75,712.68
2025-08-16T20:40:00,419.0,434858.53,807.0,388.0
2025-08-16T20:45:00,183.91,435042.45,776.79,592.87
2025-08-16T20:50:00,145.74,435188.18,783.31,637.57
2025-08-16T20:55:00,426.0,435614.19,773.77,347.76
2025-08-16T21:00:00,304.06,435918.25,798.93,494.87
2025-08-16T21:05:00,291.15,436209.4,797.55,506.4
2025-08-16T21:10:00,497.79,436707.19,798.51,300.72
2025-08-16T21:15:00,123.88,436831.07,780.29,656.41
2025-08-16T21:20:00,234.6,437065.68,792.67,558.07
2025-08-16T21:25:00,291.01,437356.69,810.51,519.5
